"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13715.809,11612.173,7290.699,5296.712,4753.596,7123.954,2623.568,1478.621,1854.227,26404.384,2728.31,1117.297
11804.682,21127.229,11835.687,15367.051,14437.927,5198.837,1677.901,1866.009,4506.998,9172.552,2139.892,1436.126
7361.86,11440.088,48940.183,21117.303,3619.495,2397.541,11800.455,19118.726,2669.256,13916.343,3130.485,5424.925
5250.008,15720.986,21292.597,62078.508,9395.815,5150.133,2356.809,16870.511,16145.595,11503.807,4417.823,8421.721
4776.679,13559.296,3363.158,9515.932,16112.01,10333.382,731.683,1188.72,9573.974,5867.289,3475.15,1605.867
7193.315,5145.454,2330.624,4944.901,10530.555,19748.394,767.923,1100.894,5277.797,14931.058,5840.492,1455.26
2401.459,1655.399,12076.67,2484.868,668.481,687.177,7303.205,5934.882,593.473,10548.632,1169.727,2469.242
1412.01,1800.245,19218.846,16923.765,1167.531,1244.631,6202.195,18532.105,1704.983,5810.625,1681.121,4199.96
1968.71,4454.613,2583.96,16176.709,9665.779,4881.086,496.559,1849.936,15682.279,5601.574,5490.037,1733.086
26040.586,9320.995,14461.143,11767.59,5973.484,14718.943,10276.223,5713.284,5389.582,134920.746,20815.26,5886.151
2579.785,2029.481,3281.344,4609.095,3413.177,6215.449,1304.962,1728.593,5742.275,21067.948,25470.461,1957.175
1110.432,1473.846,5322.63,8475.513,1553.35,1378.496,2403.668,4337.179,1816.928,5951.362,1822.616,11596.356
