"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13610.78,10209.544,5923.239,4424.98,4469.028,6457.944,2668.29,1049.851,1503.476,26129.876,1609.728,850.759
9999.595,17661.932,8838.477,11853.852,12821.345,4185.477,1341.912,1137.037,3514.831,6773.566,1107.747,871.726
5983.172,8920.175,49116.318,19232.726,2671.463,1665.716,11508.326,16042.473,2718.094,12346.626,1623.912,3088.12
4514.224,11824.67,19740.776,61726.274,6649.243,2581.159,2166.485,15384.76,13903.126,8138.021,2425.768,6293.338
4166.963,12763.18,2626.122,6528.553,14247.499,8079.668,891.146,710.163,7681.869,4249.974,1684.754,639.128
6470.401,4268.16,1695.823,2681.668,8125.64,15576.529,504.949,553.76,2986.424,10496.943,3255.143,521.059
2639.3,1192.206,11462.456,2374.639,851.127,516.436,7346.87,4287.193,617.629,11281.552,630.581,1339.7
1034.816,1066.379,15902.448,15944.309,707.742,602.535,4407.69,17083.122,1370.391,4023.636,634.478,2748.051
1634.464,3519.104,2655.888,13670.935,7412.523,2970.69,691.244,1494.674,15234.536,4111.303,3945.506,1110.265
25911.208,6534.8,12268.112,8190.71,4514.916,10434.112,11866.335,3930.192,4106.585,123771.91,15386.161,3082.292
1842.611,1072.293,1812.046,2294.685,1653.863,3273.77,628.43,734.313,3806.078,15386.338,20253.9,689.147
801.626,770.155,3093.919,6303.159,717.291,516.098,1485.419,2852.352,1159.778,3006.01,580.983,8226.504
