"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
8423.034,7219.476,4327.81,2592.524,2896.45,5174.248,1932.292,654.788,919.344,19529.837,1933.48,742.872
7391.225,15276.136,7810.484,8816.964,9811.25,3248.811,686.402,774.373,2722.279,4753.42,1286.236,632.742
4303.887,7624.902,40991.449,16021.292,1381.196,1273.537,9378.328,14566.066,1518.99,8642.95,1925.868,3071.552
2730.825,9100.915,15833.376,51857.837,6777.023,2866.576,1296.281,15479.562,14586.282,6098.189,3094.343,7241.989
2818.896,9667.872,1441.009,7069.573,13185.306,8879.943,381.138,483.117,7153.948,3354.411,2623.972,866.988
5328.003,3425.416,1108.11,2879.848,8816.469,16121.4,336.597,430.695,4216.45,11213.263,4766.153,537.011
1990.646,849.178,9593.271,1378.398,358.216,301.159,5873.766,5430.849,314.408,9222.836,672.602,1690.705
658.743,809.371,14879.429,15235.876,484.732,420.676,5239.347,15993.738,1142.863,4253.714,858.694,3407.319
871.856,2761.628,1514.252,14129.171,7036.795,4282.398,343.63,1038.893,14262.773,3256.959,4988.632,1022.6
19545.752,4668.975,8735.259,6316.223,3369.374,11007.444,8933.007,4350.713,3167.913,118690.788,15380.56,3804.09
1952.196,1344.914,1810.912,3113.609,2622.708,4862.065,766.811,803.284,5072.531,15622.43,21899.482,1271.538
694.103,628.327,3246.57,7307.685,884.654,653.841,1735.903,3209.679,988.892,3738.395,1221.51,9459.048
