"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
20028.733,20624.647,11840.884,11158.246,7509.782,10429.142,4282.417,2628.726,4176.228,36279.021,4031.011,2024.374
20586.274,31223.897,17027.016,25865.552,19451.218,8070.014,3235.883,3645.433,8333.191,16505.191,3368.23,2549.111
11971.704,16835.175,59320.103,35592.14,5032.956,3711.067,14788.052,20412.248,5886.819,21335.707,4566.065,7116.784
11414.415,25534.185,36347.707,85648.691,13159.523,7072.381,5081.526,21390.57,24002.265,20334.178,5712.308,11682.746
7670.501,19094.342,4960.285,13146.052,17871.08,12425.266,1285.116,1493.885,12402.495,8906.392,3850.795,2272.388
10557.768,8015.378,3868.112,6851.218,12346.97,19663.39,1079.574,1643.814,6210.512,16493.824,6241.889,1889.663
4309.236,3125.315,14824.063,5081.242,1125.742,951.056,9337.335,6762.565,1581.489,14743.034,1611.993,3496.806
2563.4,3524.721,19618.476,22160.655,1479.477,1686.802,7176.435,20487.541,3483.727,7889.799,2038.633,5953.953
4094.245,7992.991,5827.828,24006.051,12599.813,6031.149,1558.611,3230.648,21013.949,9738.447,6264.781,3281.552
35979.875,16849.437,21518.526,20600.185,8857.021,16721.543,14107.283,7744.788,9618.293,167378.823,26122.395,8694.867
3803.393,3371.941,4567.533,6175.353,3921.975,6056.978,1685.498,2072.44,6465.13,26439.627,29910.48,2884.22
2058.014,2401.834,7015.085,11003.097,2171.449,1943.244,3474.381,5840.897,3112.613,8526.513,2686.407,15846.289
