"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
7702.006,5245.815,3052.726,1443.412,1970.064,4741.811,1682.726,246.918,480.409,17063.716,1252.086,268.859
4983.066,11297.995,5904.435,6750.412,8214.856,2109.227,535.668,270.513,2310.13,2461.915,488.795,131.011
3284.971,5720.245,36644.367,11590.279,821.87,513.896,7409.137,12395.294,1221.614,6195.177,756.28,1648.861
1467.87,6716.985,11371.719,48585.043,4885.316,1658.511,739.629,13850.317,13218.844,3496.297,1631.616,5672.244
1984.658,8160.506,713.965,4984.574,12881.729,7088.989,152.814,251.054,6475.804,2184.962,1718.91,289.876
4757.062,2069.376,564.226,1549.409,7082.072,14304.382,105.313,178.616,3072.913,8846.323,4136.252,80.47
1578.792,467.78,7768.692,705.591,169.144,107.721,4058.479,5268.48,74.707,7760.294,275.018,1434.719
302.603,249.338,12597.17,13988.651,309.743,227.618,4993.349,15105.215,1133.696,3124.49,310.859,2418.005
565.101,2284.779,1205.716,12958.526,6319.559,3111.23,90.514,1082.705,13152.86,2078.217,4627.83,641.252
17157.824,2599.7,6044.397,3331.503,2134.62,8653.434,7655.719,3265.244,1935.167,106222.283,11374.658,2146.453
1226.518,508.371,741.187,1656.871,1827.653,4061.368,268.246,384.796,4495.846,11702.823,17525.861,566.161
266.854,171.916,1971.31,5729.235,380.708,125.758,1334.139,2549.249,659.797,2008.054,494.513,7043.199
