"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
23552.17,22460.182,12966.298,11894.346,8873.437,9864.132,5186.833,2923.961,4684.53,38624.591,2887.519,1636.198
23921.979,28371.035,16588.733,21641.934,18768.001,7213.845,3043.109,2973.389,8829.063,15766.905,2203.237,1570.853
13496.791,16981.109,61625.635,28582.372,5056.88,3468.607,13737.037,21953.036,8474.698,20639.307,2679.656,4922.177
12830.639,22481.883,28651.079,67089.559,11920.007,5106.572,4206.747,19637.072,25310.124,17373.398,3827.414,9503.269
9409.272,19076.993,4940.753,12279.834,19631.854,12846.529,1545.479,1517.013,13764.42,9014.49,2942.004,1116.52
10617.794,7840.886,3397.582,5070.731,12799.868,21982.816,994.665,1238.233,7030.903,16320.578,4803.039,1225.789
5253.523,3122.246,13560.47,4336.758,1429.275,1049.913,8808.121,5965.87,1884.112,14013.001,987.889,2252.922
2960.046,3196.476,22368.406,19974.322,1525.396,1242.528,5935.417,19624.087,4748.998,6752.589,1377.303,3806.043
4792.967,8849.037,8145.36,23833.856,13684.742,6939.255,2038.895,4709.973,25846.449,11498.627,6158.747,2617.952
39988.361,16502.149,20447.764,17067.155,9366.683,16363.927,14398.362,6550.142,11863.28,165659.944,19359.491,5833.373
3017.11,2263.105,2675.117,3774.725,2971.106,4642.618,1083.791,1299.509,6136.873,19835.932,21266.662,1228.892
1873.273,1484.072,5161.41,8151.756,1146.129,1142.102,2081.969,3805.052,2814.146,6037.511,1195.83,10869.441
