"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
59406.483,18182.102,5837.788,3234.127,2540.299,1607.243,15790.452,1650.974,8309.422,7836.164,6459.191,3422.178,2887.522,668.66,1916.655,1153.143,1562.69,785.09,434.847,1071.244,362.642
18251.911,80691.688,10877.513,1801.104,1478.546,1185.473,1983.29,1347.626,3482.718,7271.015,21353.126,20006.567,7722.936,844.116,1283.265,909.604,2674.351,1819.684,663.474,879.263,420.376
5799.346,11085.374,57588.741,12481.983,1763.946,1338.088,1492.595,1359.167,1009.353,1671.799,1943.496,1625.407,21863.312,14996.404,4710.218,1223.301,1667.945,1423.867,1446.865,1406.132,327.427
3295.179,1779.492,12713.404,65622.184,15264.689,2455.222,6290.986,2172.087,1495.626,2058.907,2597.261,1546.741,4703.557,8019.645,26333.438,2701.567,1646.156,1397.348,1365.291,3438.28,882.063
2464.964,1393.121,1747.627,14826.698,70959.477,21610.109,6814.56,12338.344,1664.711,1950.029,1696.533,1367.727,2196.734,1165.921,17661.463,10284.833,1574.213,1052.882,1019.187,2156.257,1061.224
1711.057,1057.837,1132.092,2483.933,21976.002,60835.959,13078.78,22528.44,9713.599,1740.116,1321.85,968.776,1915.962,594.257,2154.125,2220.17,954.379,749.72,504.961,1150.745,490.479
15774.791,2282.773,1445.099,6003.179,6952.748,12821.659,52431.981,3200.5,11365.704,3919.186,2806.568,1275.606,3515.308,2305.819,2680.661,1490.56,1280.423,964.31,636.825,1390.028,529.251
1698.412,1395.913,1468.163,2433.269,11901.797,22689.631,3015.962,201926.724,17627.996,2184.876,2177.824,1106.345,2453.853,915.508,3936.786,22026.994,1466.914,1457.063,1030.805,2621.073,1284.725
7936.213,3161.971,1119.916,1441.75,1902.201,10003.507,11032.099,18107.578,65555.336,19931.093,4124.694,1200.672,1612.874,675.859,1570.782,1424.591,1383.186,663.93,494.191,1212.785,442.344
8034.35,7151.159,1781.572,2435.307,2141.307,1752.419,3890.474,2156.749,19779.689,111925.205,36375.05,2457.606,1971.666,432.788,1241.532,1114.127,2335.171,1502.535,657.179,1014.652,526.376
6360.046,21549.723,1983.437,2555.501,1759.998,1244.542,2560.508,2153.485,3870.27,36431.232,161628.701,20965.989,3790.4,824.849,1412.06,1255.423,9846.325,1932.384,879.217,1004.65,589.753
3319.25,19761.751,1574.614,1542.403,1358.793,1015.379,1248.287,1132.109,1248.297,2537.952,20767.222,66644.803,12725.701,947.325,1176.236,1064.72,13717.614,2250.56,587.732,852.332,344.607
2897.696,8070.118,21960.316,4647.17,2293.213,1889.771,3259.196,2384.298,1710.466,1864.641,3789.08,12692.605,145424.625,17676.597,3263.297,1827.559,8277.733,35535.003,7881.317,2363.487,844.85
681.228,844.021,14927.171,8264.874,1043.26,619.882,2342.015,890.396,600.594,471.222,756.064,865.085,18048.104,40257.26,13432.683,762.08,565.087,5984.16,9845.985,5115.667,380.175
1849.791,1232.247,4948.234,26466.194,17285.27,2249.89,2865.777,4176.573,1625.42,1173.996,1407.789,1163.763,3164.962,13562.092,122763.199,17893.377,1194.374,1595.579,2456.1,30613.545,1599.929
1032.12,961.171,1081.633,2629.413,10289.287,2250.567,1566.717,22451.916,1404.18,1121.367,1259.097,1107.012,1829.369,792.108,17763.422,153566.746,1098.079,1236.413,1333.694,12359.029,12372.808
1550.886,2787.186,1572.183,1598.356,1417.531,838.137,1285.522,1450.693,1374.255,2303.125,9678.328,13451.645,8289.63,548.505,1156.406,1051.187,92773.027,9253.505,1124.47,1048.227,464.167
915.099,1690.771,1437.646,1521.086,1206.343,810.202,1040.422,1395.262,666.694,1395.963,1907.776,2273.243,35036.615,5807.078,1406.831,1299.231,9490.847,92756.965,30584.829,1960.208,760.245
638.427,756.77,1188.177,1298.755,1007.276,561.785,694.927,999.008,548.535,575.418,763.644,544.44,7734.473,10233.686,2317.509,1301.84,1138.998,31092.027,34506.522,15446.989,734.151
952.816,926.243,1401.098,3602.938,2092.754,1177.078,1586.161,2513.356,1361.627,845.494,1053.342,845.067,2528.674,5336.828,30960.294,12386.062,1186.917,2052.89,15028.009,126053.314,15857.331
296.012,447.957,389.619,804.347,897.764,594.539,546.094,1248.346,341.73,538.792,581.334,411.735,752.681,384.676,1607.32,12896.744,448.427,713.61,792.942,15973.684,43845.906
