"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16895.974,16267.054,9602.989,8157.079,6568.002,9507.473,3453.038,1965.508,3165.855,28699.243,3190.373,1726.817
16302.72,24729.774,14036.033,19162.28,16848.576,7011.247,2383.083,2760.309,7526.484,13884.355,2902.147,2220.413
9654.118,13809.347,55447.161,27359.01,4165.115,3376.745,11619.306,17502.25,5127.401,17485.778,3854.979,7225.788
8101.299,19042.739,26174.03,65887.894,10445.137,5720.09,3116.005,17701.03,20281.552,14817.891,4784.518,10288.42
6607.644,16816.931,4059.012,10117.66,14600.102,11647.067,936.946,1204.011,10367.248,8026.922,3295.506,2050.342
9472.321,7084.811,3307.608,5616.872,11740.428,19194.823,763.924,1418.186,6574.921,14581.098,5968.247,1638.608
3505.864,2486.065,11553.959,3505.985,890.822,877.249,7840.984,5251.839,1418.678,12412.234,1442.285,3038.578
2019.403,2707.147,17102.755,17569.202,1188.804,1298.879,5630.459,19189.406,3084.268,7298.35,1715.635,5692.549
3183.637,7097.759,5402.121,19817.79,10415.162,6416.111,1261.276,3170.103,19087.783,9037.063,5750.445,2452.804
28972.603,14037.002,18043.203,15183.344,7912.762,15311.919,12133.9,7148.955,8725.425,146541.904,22370.254,7708.892
3260.615,3029.511,3738.042,4827.068,3329.621,6076.18,1447.189,1746.067,5615.23,22137.529,26454.102,2668.608
1784.173,2119.778,7033.775,10193.295,1960.262,1561.651,2984.119,5747.288,2514.223,7437.144,2657.24,14908.587
