"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
10835.515,7995.013,5344.228,3255.341,3691.441,6660.728,2211.801,665.644,1268.699,23129.083,1666.706,591.513
8063.004,15859.329,8052.684,11233.142,11550.388,3454.983,736.654,739.178,3581.857,5044.827,1085.801,593.914
5062.067,7784.844,45416.341,17162.607,1999.584,1570.325,11436.405,16875.099,2192.288,10187.092,1559.991,3032.94
3235.092,11201.323,17663.339,59291.205,8359.011,3171.023,1857.657,16095.337,15781.632,7027.998,2425.746,6119.068
3643.176,11262.913,1887.77,7988.126,15205.323,10116.225,611.49,816.651,8335.681,4411.112,2209.112,604.392
6824.39,3598.935,1560.756,3030.619,9986.754,18832.321,398.796,496.191,4358.729,11958.331,4470.001,400.741
2175.816,754.604,11509.362,1941.29,613.025,352.223,7034.497,5487.297,447.27,9465.625,577.806,1867.796
689.125,741.384,16848.177,16066.229,674.856,572.007,5819.12,18497.706,1526.428,4304.073,789.596,3173.652
1389.895,3447.631,2158.505,15515.472,8472.636,4255.482,424.961,1364.474,15091.672,3870.439,4307.398,783.557
23323.895,4872.135,9852.955,6846.851,4423.163,12156.428,9396.755,4202.052,3878.288,126885.218,14662.091,3197.237
1551.76,1102.371,1461.795,2396.524,2160.314,4631.674,441.794,767.206,4491.59,15308.777,20792.752,663.441
615.468,672.996,3280.104,6170.956,573.348,463.932,1845.711,3262.492,797.481,3162.369,686.924,8508.927
