"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
15659.759,17729.359,9624.574,8789.108,6428.04,8163.154,3529.088,2219.449,3376.315,31191.666,2790.094,1628.745
18087.073,30915.511,15837.077,23621.229,20108.44,7467.348,2926.957,3543.748,7545.228,16446.254,2975.834,2149.467
9527.79,16027.643,57563.848,31301.014,3655.087,3443.365,13737.4,19218.415,5545.577,19917.395,3767.557,6058.956
9101.081,24187.256,31574.725,79578.274,10759.635,5619.453,3989.931,21253.21,21517.668,17659.671,5449.58,10397.957
6141.914,19183.265,3861.107,10735.883,18324.83,11771.093,1158.175,1473.212,11542.344,8580.635,3357.501,1952.027
8129.05,7552.148,3299.029,5578.46,12020.099,20112.018,836.753,1627.395,5746.722,14806.279,5086.259,1507.971
3629.915,2846.7,13556.673,4025.247,1241.158,689.422,8978.131,5495.109,1430.718,14038.853,1426.485,2967.694
2307.536,3377.382,19191.571,21609.774,1570.333,1620.515,5752.124,21113.333,3722.584,7507.821,1901.87,5374.998
3198.911,7204.749,5391.855,21701.708,11222.789,5909.159,1459.414,3740.39,20937.53,9744.174,5724.367,2546.47
31692.048,16527.999,19740.529,17885.143,8265.835,14802.633,14025.084,7168.351,9575.695,164765.869,22407.678,7073.517
2913.845,2993.388,3721.658,5347.37,3286.448,4898.422,1479.821,1949.179,5872.212,21565.132,25993.274,2534.693
1513.565,1983.358,5716.034,10237.163,1909.052,1384.746,2789.257,5361.352,2814.987,6808.508,2408.939,14373.757
