"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13733.341,12396.537,8483.032,6681.219,5561.887,7818.008,3142.207,1560.892,3083.31,25391.668,2566.791,1669.937
11782.444,18895.01,11420.472,15694.131,13931.381,5526.754,2157.181,2075.764,5894.629,10369.194,2107.83,1676.078
8553.49,11077.021,46259.248,22728.571,3605.953,2818.696,10791.282,15180.758,4806.521,15088.977,2937.203,5739.738
6776.526,15754.243,22512.664,56409.401,8801.095,4612.037,2999.868,16514.549,16814.493,12033.509,4175.649,7986.376
5760.92,14296.18,3502.179,8468.601,17289.383,10194.754,911.066,1023.585,10309.435,6040.67,2743.859,1686.953
7858.966,5686.942,2701.261,4799.9,10216.727,15737.054,959.526,1139.871,5226.085,11673.528,4691.746,1396.152
3217.077,1937.363,11045.578,3099.094,870.917,969.826,8000.302,4458.918,1109.999,11262.014,1206.632,2748.13
1635.832,2204.836,15180.616,16619.536,1094.653,1021.067,4506.284,17164.321,2608.122,5660.447,1563.274,4663.642
3015.493,5568.365,4703.404,16406.893,10429.951,5284.751,1119.016,2474.825,17178.391,7731.212,4903.81,2296.908
25282.543,10023.32,14843.556,12502.686,6078.033,12185.176,11352.523,5400.511,7465.273,129103.637,18068.972,6092.667
2569.103,2113.804,2840.308,3907.306,2906.385,4503.967,1366.47,1684.217,4893.249,18117.892,23317.314,2003.516
1494.47,1740.233,5604.798,8139.953,1747.621,1299.317,2603.41,4993.447,2346.179,5955.506,1882.893,13248.108
