"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19780.359,19233.182,10934.149,10816.853,7232.91,8379.559,3850.905,2579.35,3648.198,34925.068,3625.937,1937.558
19397.379,31296.267,16081.989,25727.167,18332.538,7309.97,3114.334,3251.101,7750.934,15961.841,3251.035,2429.524
10883.892,16156.969,64324.693,36033.954,4687.39,3457.998,15728.244,19881.213,5649.044,20614.981,4421.876,6900.677
10621.778,25821.779,35707.161,93307.905,14279.035,6867.46,4438.293,23152.635,24096.754,20262.616,6514.881,12791.897
7159.399,17583.063,4903.284,13861.71,17816.603,11662.171,1118.609,1570.052,11398.541,8958.279,4079.871,2341.104
8107.331,7371.605,3482.94,6973.384,11693.586,18062.286,1013.138,1663.609,6130.14,14144.95,5729.178,1739.403
3857.573,2943.219,16171.486,4785.389,1169.052,1091.604,9630.062,5717.816,1510.218,15004.704,1744.368,3173.642
2561.435,3485.532,19311.282,22482.376,1514.523,1599.164,6219.518,22520.239,3507.995,8094.421,2107.605,6679.492
3652.846,7598.472,5576.956,23165.658,11497.847,6210.32,1562.955,3634.051,19162.859,9391.942,6016.128,3105.994
35313.037,15858.258,20736.142,20109.168,8742.765,14431.355,15003.308,7811.391,9429.095,170665.969,26376.489,8436.132
3535.71,3105.679,4453.227,6506.313,3991.213,5667.355,1762.863,2110.479,6424.373,26704.849,32181.444,3192.929
1934.494,2540.127,6943.344,12641.23,2242.282,1797.986,3030.888,6609.16,3416.46,8187.753,2802.406,16256.653
