"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18227.444,18548.44,10243.494,9046.766,7746.834,9702.636,4077.129,2437.737,3946.447,32514.358,3439.729,1907.051
19526.704,29791.579,15581.919,23350.495,18513.014,7817.578,2998.232,3167.418,8314.692,15424.244,3096.869,2059.659
10432.963,15924.154,64973.027,29349.594,4757.476,3692.059,14824.342,21056.989,6325.955,20155.089,4191.936,6565.642
9032.85,23276.195,29285.403,69322.488,12230.339,6417.335,3706.6,20018.47,21574.117,17459.761,5513.847,9763.505
7687.098,18583.091,4742.516,11543.81,18458.981,12278.389,1108.151,1351.195,13431.247,8309.558,3833.617,2144.961
10045.164,7734.81,3596.123,6328.717,12500.536,19977.158,939.626,1540.97,7481.383,15955.569,6408.083,1854.135
4064.766,2774.545,13698.092,3824.597,1132.046,860.577,8210.887,5595.593,1532.672,13027.638,1532.666,2884.212
2296.674,3192.594,20641.596,20073.374,1447.681,1547.753,5644.356,18898.351,3281.788,7102.752,1896.315,5521.403
3876.059,7964.853,6345.002,21422.024,13541.081,7305.304,1603.886,3315.552,21928.165,9656.663,6025.369,2701.409
32239.613,15907.596,20306.736,17206.049,8193.747,15577.161,12732.885,7367.558,9908.545,167059.29,23924.797,7071.221
3545.223,3105.062,3931.306,5346.426,3734.656,6525.151,1579.46,2087.229,6366.882,23967.189,25608.179,2661.69
1739.736,2230.521,6679.947,10251.821,2064.6,1537.355,2816.559,5424.614,2601.773,7410.71,2525.877,13922.67
