"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
7720.169,5580.732,3198.283,1720.151,2235.849,4707.521,1225.354,260.399,503.117,17956.999,1063.732,332.238
5572.902,12213.271,5996.305,7576.684,8607.979,2019.171,329.667,389.72,2362.452,2557.809,622.336,252.957
3249.741,6000.341,38791.646,11503.078,846.313,500.31,8295.019,14213.667,1015.28,5870.247,953.755,1977.046
1615.516,7383.952,12179.277,48900.567,5190.454,2004.092,897.475,14865.22,13201.839,3365.813,1643.895,5649.29
2285.036,8783.038,883.616,5288.682,13401.981,7493.092,201.012,327.542,6118.738,2227.045,1605.989,329.526
4901.191,2075.652,483.405,1937.755,7613.783,14498.116,154.529,211.909,3065.095,9675.209,3737.635,201.335
1435.849,341.136,8402.524,776.675,215.065,136.829,5660.137,4692.237,128.088,7030.241,339.99,1504.83
275.761,376.932,13877.893,15282.167,309.858,304.789,4654.82,15961.974,1091.369,3237.175,484.536,2638.258
491.296,2287.932,1020.917,13152.208,6360.426,3122.364,107.149,1016.615,13458.477,2108.128,4288.842,698.705
17747.565,2539.806,5906.54,3253.431,2276.154,9723.903,7055.403,3303.024,2046.558,107139.517,12098.737,1659.162
1093.281,664.495,1018.749,1712.104,1706.934,3841.852,331.581,453.66,4244.325,12423.589,18652.026,573.01
303.024,246.669,1909.137,5785.806,395.265,170.282,1486.291,2830.067,628.154,1676.864,447.184,7821.826
