"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19152.14,20506.358,11699.402,10962.119,7757.496,8969.635,4641.562,2764.862,3945.257,37128.593,3773.095,2041.169
20883.116,31540.97,16964.874,25768.28,20230.196,8981.726,2951.45,3444.225,7399.223,18029.737,3440.762,2506.786
11563.453,16848.37,63468.614,35507.787,4615.503,3788.935,15586.98,22609.316,5768.969,21526.279,4651.387,7252.85
10964.617,25582.3,35492.557,85527.061,13137.821,7388.299,4599.716,22301.1,22046.546,20640.103,6215.469,11504.607
7585.169,20047.63,4431.734,12861.184,17497.87,12455.404,1054.765,1625.902,11356.127,9107.286,4097.769,2146.311
9214.65,8334.896,4003.909,7322.995,12414.483,20119.555,1039.622,1617.926,6396.716,16689.363,6151.613,1993.072
4583.266,3319.582,14837.367,4337.168,1196.624,1151.767,10603.034,6059.544,1317.297,15063.209,1382.885,2561.436
2786.325,3466.606,21961.506,22248.525,1482.699,1515.982,6274.447,19347.762,3396.739,7893.025,2089.579,5236.461
3982.414,7512.352,5750.886,21558.307,11206.85,6350.928,1156.598,3347.994,19745.474,9196.34,6568.474,2995.825
37179.487,17791.754,21737.532,20424.704,9155.626,16115.472,14646.693,7991.388,9651.852,173027.089,24861.983,8138.068
3854.5,3392.894,4871.262,6514.864,4096.786,6099.536,1404.443,2001.401,6537.193,24891.259,30224.721,2645.598
2124.056,2514.336,7086.269,11338.127,1985.61,1806.549,2597.434,5512.175,2878.035,8143.914,2733.818,16966.486
