"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13423.687,14172.131,7627.625,5999.577,5718.247,6836.229,2853.365,1524.23,2960.781,28765.552,1748.193,832.364
14508.408,23470.37,12032.39,17373.184,15868.428,5769.37,1987.433,1908.657,6719.108,10819.358,1687.849,1259.704
7756.49,12273.425,55003.554,24050.886,3078.984,2394.827,13288.935,19670.682,5801.699,15528.142,1871.851,3860.88
5711.191,17330.378,24408.775,67828.646,7912.285,3517.067,2911.814,19492.581,19689.901,11070.823,2589.348,8398.831
5718.43,15707.513,3181.845,7829.635,17053.102,11124.173,673.773,1008.975,11402.173,6112.999,1707.072,999.773
6854.239,5707.747,2200.792,3602.185,11265.774,19601.332,705.783,617.249,5398.459,12510.298,3184.452,691.279
2818.878,1869.978,13508.405,2669.505,843.443,731.127,9521.973,4954.937,1477.313,14319.397,630.366,1767.135
1601.053,2244.779,19733.655,19396.886,1040.035,592.86,5206.785,21481.951,3625.65,5366.376,1050.759,4260.073
2972.794,6416.005,5832.214,19565.182,11109.337,5388.775,1426.627,3551.539,21481.582,8603.055,4632.258,1609.476
29575.17,10777.704,15605.487,11443.863,5964.999,12519.379,13634.786,5448.231,8625.76,156054.167,16915.138,4041.189
1661.377,1493.166,1760.276,2497.381,1838.535,3441.988,691.601,1063.663,4479.428,17133.287,21706.779,949.91
937.273,1280.23,3927.705,8435.831,941.446,743.207,1901.513,4300.488,1650.026,4068.568,842.398,10836.659
