"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
17685.293,18794.412,10101.666,9755.079,6799.494,9577.193,3996.992,2292.323,3408.87,33798.352,3473.628,2062.711
18294.572,29606.886,15366.118,24637.826,18467.462,7666.201,3094.823,3242.273,7072.075,14740.015,2945.653,2125.001
10079.619,14886.108,55509.421,34277.884,4583.128,3736.491,14603.612,19578.658,5568.277,20144.993,3902.305,7297.216
9898.663,24181.433,34177.254,87959.906,13001.019,6283.479,4675.845,22456.357,23007.434,20013.819,5719.235,12650.364
6597.006,18445.427,4180.16,13329.29,16588.023,11677.924,1162.115,1618.936,10821.826,8367.656,3704.902,2163.161
10058.432,7443.746,3645.598,6130.563,11963.685,20390.512,1004.548,1457.477,6555.917,15032.193,6298.199,1804.693
3832.657,3055.387,14781.615,4737.074,1063.482,941.236,8682.826,5786.531,1461.057,13644.613,1663.411,3121.072
2340.655,3308.899,19345.937,22513.179,1592.746,1584.495,5645.794,21685.754,3143.235,7557.876,2012.602,6384.196
3490.248,6886.692,5505.075,22467.73,10604.992,6403.565,1436.563,3093.432,18056.079,8696.156,6320.456,3117.828
33771.683,14812.199,20091.861,20576.18,8245.093,15186.531,13890.055,7586.913,8117.918,168318.18,27327.17,8163.625
3481.311,3027.353,3753.604,5615.341,3520.156,6088.98,1626.703,2128.795,6345.333,26432.154,29664.991,2676.131
2026.736,2060.534,7398.484,12404.55,2148.341,1947.52,3093.551,6204.679,3128.994,7919.529,2468.678,17904.249
