"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
115211.725,38046.183,17842.734,16953.008,9988.381,9173.426,36766.286,7553.322,22521.161,17477.036,16615.919,8508.485,10057.665,3161.087,8494.721,5177.809,5808.294,3514.255,2224.915,5033.451,2057.384
38661.687,103618.741,18718.792,8070.994,5612.713,4506.829,8774.491,4182.922,8489.795,11249.236,28950.496,29345.243,13184.97,2010.623,4374.203,3510.139,8007.946,3741.376,1861.85,2863.598,1448.609
18278.07,19514.134,81174.489,27641.091,7977.075,4959.525,7662.263,4415.241,4255.441,4514.006,5915.521,5319.178,30089.761,15439.593,9542.137,4338.615,3837.089,4733.339,3979.273,4323.165,1408.652
17495.48,7827.013,28861.262,108837.807,32300.446,9485.358,24760.337,8444.246,6759.175,5767.109,6607.391,4329.534,9783.157,9904.148,40998.732,9431.893,3954.473,4186.391,4150.056,9980.414,2932.605
10605.202,5373.777,8509.388,32502.394,103841.371,40113.679,19003.845,24276.857,7710.755,5202.504,4702.279,3579.546,5970.521,3105.259,28228.11,23190.915,3543.875,2730.696,2135.552,6814.584,3904.486
9748.727,4124.938,5025.664,9577.219,41616.444,87204.598,30775.208,34475.596,16906.219,4431.192,3418.111,2436.68,3924.214,1570.981,6438.689,7810.942,2198.211,1947.566,1277.244,3752.728,1900.953
38348.758,8441.618,7837.505,24118.132,18958.263,29781.855,90080.345,12996.901,28658.945,9961.216,7892.617,4179.783,6202.571,4705.236,8773.949,6303.956,3600.679,2385.828,1763.923,5093.641,1858.562
8351.001,4362.876,4600.009,8493.56,24675.413,35595.299,13412.491,277748.122,25190.799,5604.069,5260.55,2837.771,4870.9,2471.708,9999.411,34036.163,3089.821,2809.31,2460.67,6387.006,3360.735
22287.979,8265.073,4029.581,6685.314,8084.499,16979.141,29159.162,25748.629,86563.682,32811.559,10097.96,3816.131,4220.593,1568.986,6096.368,5051.366,3402.521,1962.939,1521.554,3907.211,1393.572
18288.351,11856.787,4727.641,6119.184,5398.084,4598.058,10314.851,5461.437,32735.499,149039.93,59953.252,6809.803,4094.175,1318.211,3109.38,3051.795,4402.608,2337.926,1375.368,2498.114,1129.662
17031.592,29351.502,5986.859,6920.622,4768.928,3561.996,7768.435,5048.24,10559.499,61192.17,199982.82,34157.505,6788.328,1849.184,4470.55,3204.887,13287.873,3303.785,1865.191,3136.273,1548.136
8972.256,29630.552,5104.443,4447.98,3248.32,2395.727,4154.963,2707.983,3650.214,7380.665,35030.215,83512.661,14541.17,1297.423,3228.429,2166.217,23611.573,3168.499,1403.977,2342.371,1060.998
10658.153,13669.4,30857.26,9768.571,6128.496,4231.252,6640.172,5163.922,4532.531,4265.353,6362.512,14512.361,183342.239,17170.988,6704.199,4355.671,10706.23,47570.449,12580.539,5799.351,2065.276
3163.893,2165.518,15854.252,9318.808,3282.111,1408.936,4920.409,2357.564,1594.857,1264.42,1750.698,1218.648,17105.407,41868.346,13581.877,2233.157,1222.956,7622.849,14345.898,8310.656,863.634
9659.192,4399.259,9873.664,40934.986,27691.934,6488.99,9748.272,10312.532,6095.682,3436.969,4428.648,3044.28,6771.997,13563.031,145709.494,29107.916,3081.93,3547.596,5200.352,48569.457,6134.808
5542.162,3456.579,4559.388,9997.262,23669.978,7933.593,6814.55,34116.916,4854.939,2968.895,3131.474,2219.174,4191.479,2042.463,28997.984,190909.673,2351.145,2932.044,2886.983,21070.778,18070.374
5781.357,8337.351,3775.603,3809.897,3671.993,2217.903,3423.31,2830.539,3753.509,4405.785,12552.663,23751.279,11088.154,1087.499,2782.215,2192.74,116445.51,8805.573,2139.264,2243.646,1165.461
3981.757,3832.656,5085.629,4318.037,2862.848,2211.778,2611.661,2740.627,1851.225,2394.272,3540.893,3284.148,46439.876,7275.558,3365.131,3209.73,8955.113,108489.426,33974.399,4338.158,1343.349
2475.59,1747.652,3886.487,4075.82,2500.938,1289.872,1999.346,2396.889,1556.019,1380.015,1827.246,1408.441,11928.875,13750.844,4739.518,3099.135,2148.163,34183.756,41421.473,21338.817,1711.561
4887.119,2605.659,4348.87,9884.796,6608.898,3485.536,5187.972,6247.938,4298.348,2491.598,2812.08,2148.772,5664.47,8297.82,49974.654,20377.828,2334.466,4845.682,20838.318,150124.234,19912.455
1890.439,1368.909,1445.237,2689.883,3461.266,1746.662,1692.337,3236.52,1250.996,1048.425,1385.746,1096.622,1927.685,848.626,5705.442,18389.827,1064.079,1368.022,1626.651,20103.228,61503.95
