"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13974.507,12701.404,7479.581,5640.101,5470.559,8644.595,2866.545,1567.547,1760.578,28100.426,2843.314,1217.392
12937.473,23514.632,12111.796,16465.627,15613.441,5793.232,1846.516,2102.094,5288.229,9853.241,2262.895,1514.688
7470.254,12150.487,53703.86,23553.7,3743.773,2642.591,12311.258,19812.189,3051.726,14891.786,3685.478,5748.563
5714.725,16739.854,23870.888,67189.749,10321.096,4914.94,2890.735,18788.934,18136.673,11422.921,4746.878,8344.835
5305.448,14681.273,3828.664,10376.708,17196.861,11528.07,736.944,1243.389,9563.227,7254.61,3477.189,1614.975
8397.656,5934,2474.55,4915.443,11666.378,21403.443,726.389,1102.227,5235.699,15962.316,6480.113,1341.095
2904.59,1812.594,12462.483,3068.391,724.805,730.285,7787.644,5984.064,606.543,10748.125,1070.587,2362.683
1547.199,1936.785,19767.63,18799.336,1180.198,1181.632,5992.378,19420.288,1940.071,6349.468,1734.35,4479.541
1982.625,5260.487,3089.972,17440.168,9821.564,5121.968,536.896,2100.773,16525.893,5659.812,5515.395,1726.563
28118.413,9897.766,14832.943,11627.491,6917.122,15910.087,10769.952,6377.59,5622.205,144075.679,21369.464,6160.038
2905.122,2345.371,3720.919,4927.789,3324.416,6397.136,1094.543,1814.359,5694.392,21458.376,26391.476,1920.061
1332.589,1578.028,5401.455,8262.866,1627.727,1233.406,2295.867,4305.787,1774.073,6271.884,1875.55,11869.537
