"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
26179.109,26783.564,15790.148,15102.096,10127.794,11584.673,5756.098,3481.978,4942.574,43061.643,4394.514,2657.06
27419.021,37443.394,22069.39,29949.49,23297.733,9697.805,4064.508,4453.651,9128.742,21855.82,3840.492,2698.66
16116.777,22401.403,72903.687,41904.912,6365.031,4808.189,16755.634,25652.468,7466.787,26062.722,4774.082,8008.795
16772.732,31967.206,41549.304,88450.691,16346.257,8336.241,6200.377,22888.004,25820.936,26409.412,6562.242,14594.375
10221.916,23310.128,6392.786,16546.202,20028.714,15188.332,1484.075,2121.869,13491.143,11189.057,4332.006,2619.811
12137.295,10033.328,4755.826,8545.661,15055.384,24808.168,1481.011,1935.333,7550.995,19754.715,7386.555,2226.287
5774.308,4187.419,16503.262,5794.639,1353.268,1407.81,9729.014,6458.837,1861.815,17024.771,1686.756,3440.266
3362.628,4439.531,25272.383,23229.243,2073.76,2026.111,6818.893,23292.176,3994.456,8951.203,2276.832,6146.051
4875.795,9615.692,7651.922,24702.359,13456.801,7547.591,1819.626,3930.545,20734.249,11284.145,6565.161,3134.531
44111.32,22228.608,25963.77,25814.661,10831.065,19197.764,17168.022,9056.935,11326.8,192866.764,27330.931,9177.635
4368.17,3721.519,4726.733,6954.69,4262.803,7575.044,1932.968,2165.654,6975.412,27951.404,29407.831,3066.444
2746.275,3115.204,8367.461,12973.341,2438.401,2079.567,3316.095,6234.422,3343.721,9332.385,2932.719,15618.268
