"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
101489.43,33835.19,14137.615,14433.183,9119.138,8609.478,34809.869,6763.498,20428.334,17211.726,14305.284,7886.773,9639.502,2583.204,8072.142,4646.182,6167.81,3177.295,1898.523,4601.565,1431.407
34096.956,102969.023,17813.504,7662.367,5960.828,4335.059,8338.23,4099.949,7947.505,12231.368,28896.447,26649.141,12120.629,2137.552,3980.531,3302.365,7100.631,3241.358,1737.741,2845.357,1189.345
13629.018,18326.459,76538.88,26859.958,6711.626,4111.336,6057.21,4424.256,3670.53,4368.74,5101.515,4264.881,29569.299,18752.094,10263.263,3792.771,3608.548,4135.243,3437.09,4517.89,1282.508
14527.35,7442.587,28165.839,108099.362,35061.941,9422.098,23509.501,9172.297,6514.14,6425.597,6886.574,4442.696,9682.654,10657.031,43892.186,9815.525,3994.084,3817.166,4228.869,9216.672,2594.073
9106.501,5655.326,6488.94,34959.854,107476.583,34837.898,17875.698,24619.885,6975.399,6130.212,5291.536,3365.74,6707.815,3345.538,27846.008,24802.462,4113.411,2759.393,2628.994,6922.797,3442.129
8174.212,4361.618,4350.433,9694.658,35478.157,97085.887,28126.566,41174.205,17052.726,4930.949,4007.956,2268.007,4423.873,1778.232,6704.762,8559.809,2433.65,1861.508,1557.098,4082.402,1695.954
35300.502,8093.08,6274.46,24048.394,17959.348,28789.335,98404.56,12673.822,28222.267,10450.323,7831.249,4160.104,5909.634,2566.153,8593.868,6659.347,3679.697,2531.469,1823.355,5985.686,1751.025
6500.732,4229.679,4309.39,9198.565,24071.269,41545.631,13051.854,295409.073,25836.285,5921.479,5067.803,2924.853,5393.843,2625.503,11003.666,34859.437,3354.603,2724.53,2494.333,7226.693,3322.093
20847.12,7693.885,3862.324,6665.273,7467.19,16802.935,28188.705,27564.904,87446.466,31823.745,9897.099,3821.327,4319.243,1862.611,5264.682,4970.164,3502.654,1692.241,1485.865,4564.358,1386.794
17084.136,12212.384,4434.073,6640.602,6426.754,4878.774,10561.08,5826.276,31979.328,159114.708,58248.987,6567.843,4290.075,1724.386,3355.172,3344.424,4842.334,2513.943,1413.993,2540.447,1280.694
14558.675,29133.072,5085.043,6644.988,5388.009,4143.298,7200.006,4905.412,10105.544,58677.852,185301.892,30539.027,6511.594,2115.454,4018.407,3199.584,11820.396,3220.618,1836.227,3164.985,1458.735
7731.348,27448.178,4517.78,4580.861,3371.711,2350.758,3966.685,2694.752,3739.672,6810.771,30564.172,86515.089,15263.145,1378.907,2893.33,2311.146,26088.476,2766.425,1399.756,2371.043,837.789
9702.014,12859.237,29127.835,9792.723,6816.752,4825.871,5964.333,5109.251,4358.401,4343.292,6109.49,15003.3,190871.254,23273.815,6724.994,4468.888,10978.138,41819.978,11629.412,5597.15,2072.324
2274.058,2156.313,18335.641,10589.825,3336.19,1780.574,2586.179,2641.226,1825.844,1569.387,2001.737,1290.18,23193.973,53345.627,14270.059,2528.186,1371.03,6762.684,14656.012,8467.968,960.521
8112.566,4247.419,10427.868,42813.734,28284.42,6925.208,8855.063,10892.339,5655.919,3112.75,4117.861,3072.156,6723.139,14044.921,147900.054,29576.702,3018.281,3346.103,5450.04,42944.779,4619.669
4434.53,3337.823,4019.411,10069.159,24677.428,8258.88,6930.86,34778.142,4542.896,3201.095,3396.585,2435.726,4228.831,2494.904,29901.047,190297.292,2441.131,2904.073,2695.395,19848.978,16726.393
6087.771,7118.396,3728.823,4143.737,4043.88,2648.921,3683.739,3283.079,3413.82,4534.55,11575.175,25918.27,10834.451,1298.11,2760.489,2177.384,119578.365,8365.028,2193.257,2340.126,1077.724
3463.715,3281.321,3994.621,3954.29,2718.637,1861.08,2604.178,2748.059,1926.806,2366.358,3266.665,2594.007,41643.537,7108.834,3338.365,2781.306,8164.754,102622.625,28616.13,4203.911,1268.527
1939.081,1840.911,3188.781,4131.864,2604.853,1579.487,1757.558,2401.259,1688.733,1454.949,1644.916,1532.139,11483.333,14091.714,5599.003,2813.908,2056.62,28779.5,41227.931,20056.983,1659.156
4133.496,3013.88,4167.861,9245.606,6812.273,3835.267,6258.95,7014.044,4986.058,2224.637,2984.756,2242.93,5581.31,8261.4,44144.498,20242.391,2527.178,4210.784,19755.637,136352.646,17260.011
1250.856,1154.143,1091.988,2390.313,3421.785,1695.848,1823.071,3103.106,1050.172,1196.929,1340.501,975.02,1828.488,860.831,4541.4,16595.493,1093.316,1265.532,1538.126,17780.077,55231.554
