"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16352.728,16527.714,9690.483,8873.041,7385.677,8938.057,3489.394,2204.063,3240.321,28970.606,3122.241,1767.183
16817.013,26288.442,13820.798,19506.267,18534.253,6990.602,2522.082,2945.242,6618.23,13519.897,2752.802,2175.84
9640.361,13394.724,54583.008,26857.512,4033.366,3278.62,11902.673,18246.642,5085.3,18428.925,3880.602,6986.918
9037.864,19647.288,26354.492,66278.876,10914.993,5471.305,3547.899,18932.355,19192.619,16025.741,5186.593,10719.249
7335.585,18646.883,4124.785,10955.993,17961.99,11313.923,1053.582,1341.523,10286.779,8022.297,3668.591,2184.442
9469.595,6781.921,3224.095,5682.139,11956.128,19755.283,795.567,1379.273,6437.952,14847.408,6182.117,1918.088
3675.304,2498.17,11752.334,3661.489,898.871,1002.404,7715.068,5719.652,1303.049,11543.663,1432.727,3032.865
2181.275,2729.969,18065.174,18831.63,1570.993,1466.244,5554.449,19760.719,3009.831,7078.697,1648.628,6011.582
3097.736,6663.735,5194.384,19077.393,10382.615,6530.883,1283.195,2740.383,17796.329,8508.722,6222.878,2422.987
29023.055,13356.242,18675.232,16116.006,7890.255,14846.464,11277.421,7257.808,8593.554,153860.508,22748.563,7514.343
3149.533,2851.775,3618.722,5177.647,3643.22,5869.962,1559.344,1784.438,6339.882,23115.658,27800.58,2603.127
1643.315,2207.864,6642.784,10643.398,2049.938,1724.461,2987.471,5881.884,2605.58,7368.135,2358.567,15411.752
