"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
20392.413,19574.066,11317.827,11075.662,7654.288,9529.03,4700.025,2387.731,3856.468,35529.364,3215.98,1781.651
20234.089,29591.141,15939.265,25661.047,19196.486,8264.158,3368.139,3372.292,7682.854,15670.534,3285.803,2445.264
11412.811,16551.268,57679.256,35538.721,5060.899,3867.613,14651.132,19791.31,5905.109,21361.408,4322.735,6325.474
11523.432,26251.687,34969.706,85819.851,13242.856,6775.769,5149.104,21580.364,23393.778,20326.659,5965.106,10311.442
7895.601,18844.596,5224.636,13671.671,16828.365,12534.363,1283.977,1395.592,11513.87,8529,3711.77,2005.877
9635.332,8342.735,4058.643,6869.44,12470.952,21403.29,1104.385,1853.027,6473.898,15708.978,6277.434,1845.279
4402.864,3178.896,14513.439,5002.31,1313.017,1020.419,9437.327,6380.336,1575.935,14204.249,1458.624,3180.17
2595.159,3609.814,19152.335,21069.838,1526.158,1762.58,6316.343,19253.221,3389.949,8321.382,1827.595,5089.939
3906.392,7447.457,6024.815,22695.023,11401.636,6500.427,1540.615,3396.152,20011.7,9536.435,6433.868,2675.415
34870.582,16549.174,21876.862,20074.708,8593.297,15399.188,13858.119,8732.098,9666.995,171352.842,25774.203,7440.018
3496.569,3366.412,4449.99,6000.557,3605.264,5996.232,1575.492,2094.235,6763.913,25883.823,27558.701,2616.547
1741.547,2314.274,6252.755,10549.472,1904.154,1802.639,3120.383,5297.359,2664.918,7608.807,2487.863,13265.021
