"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
13902.485,11643.677,6751.738,5368.419,4505.822,7608.997,2834.418,1144.728,2538.948,27268.269,1825.747,836.029
11613.422,20585.544,9218.579,15578.767,13595.3,4292.224,1552.533,1454.477,5646.732,8398.677,1375.976,930.631
6602.69,9092.243,50459.992,23432.62,2583.762,1547.463,13408.706,16713.031,5154.621,13533.005,1620.97,4205.616
5454.152,15964.574,23627.841,69334.015,8576.512,3251.159,3055.06,17945.154,18946.442,10308.295,2455.641,7608.495
4424.4,13475.941,2517.673,8142.765,16168.063,9452.755,855.741,756.578,10064.907,4765.652,1726.28,917.041
7528.948,4579.155,1737.818,3011.956,9664.834,16685.641,722.49,694.391,4828.881,11740.659,3567.347,551.842
2991.214,1436.18,13360.031,3112.408,817.205,628.799,9084.487,4926.041,1253.717,13875.54,804.693,2592.545
1111.11,1471.05,16212.691,17999.266,702.372,714.566,5329.672,20217.54,2903.548,4369.541,806.053,4326.98
2493.899,5395.699,4998.94,18631.004,10536.8,5084.736,1214.59,2964.552,20998.441,7513.279,5170.753,1834.567
26889.715,8602.196,13749.968,10180.918,4908.648,11517.247,13953.417,4332.259,7679.058,144345,16389.631,4171.568
1872.143,1293.092,1674.323,2397.942,1720.528,3743.532,782.19,820.246,4822.624,16149.691,21678.798,785.868
838.123,1037.302,4303.001,7784.824,787.744,623.384,2384.871,4460.499,1584.448,4110.849,748.129,8789.177
