"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19210.459,19696.252,10674.671,10117.605,7396.389,9455.084,4583.548,2475.454,3644.368,36382.478,3450.029,1992.884
19887.198,32330.018,17052.382,24661.367,21035.304,9389.414,3092.984,3381.349,8101.724,16907.082,3179.198,2170.013
10528.879,16798.428,64432.728,35939.257,4643.343,3602.757,15265.009,21533.018,6180.38,21134.162,4372.641,6976.535
10169.599,24757.263,34950.591,87469.969,12811.575,6787.506,4317.495,21617.102,21951.416,20050.525,6133.531,11147.663
7518.607,20683.889,4299.211,12749.093,17776.308,13342.37,1173.776,1539.88,11785.4,8866.866,3963.625,2005.215
9424.814,8761.222,3948.772,6580.537,12932.657,20940.049,890.593,1574.181,5863.464,17147.425,6084.454,1672.677
4308.322,3144.669,15336.301,4246.095,1068.056,988.647,9694.45,5671.263,1544.62,15189.829,1407.411,2630.304
2435.533,3371.915,21298.203,22438.14,1548.315,1518.361,5995.235,20833.223,3256.875,7343.689,2383.51,5446.656
3511.278,7980.546,5692.326,22243.165,11245.244,5889.338,1506.587,3172.529,21217.51,9559.097,6586.624,3043.969
36618.307,17213.284,21178.118,20245.161,8834.409,16925.512,15426.533,7411.228,9322.725,170570.832,27387.951,7631.819
3528.006,3413.265,4370.458,6458.961,3869.005,5893.304,1442.769,2192.191,6571.498,27351.383,30726.075,2463.049
1892.362,2214.64,6928.274,10837.242,1888.396,1574.268,2715.762,5111.853,2996.194,7753.255,2582.976,15712.477
