"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16494.334,18774.109,10167.286,9642.836,6468.042,8258.354,3511.385,2368.227,3030.7,34022.388,3110.096,1736.258
18692.211,31112.122,16446.472,24635.601,19923.362,7781.455,2923.8,3281.482,7274.271,16770.601,2940.401,2226.158
10081.853,16311.447,60366.557,34479.459,4524.123,3528.863,15949.47,20177.024,5500.33,20100.832,4193.67,6148.089
9661.436,25011.908,34132.6,84954.104,12333.532,6163.773,4363.313,21905.13,22611.54,19187.904,5820.694,11138.423
6397.705,19497.535,4780.602,12001.031,18020.293,13249.374,1082.231,1535.051,11113.287,8051.383,3357.157,2150.006
8091.835,7978.317,3388.156,6038.717,13229.396,20478.842,1087.897,1409.993,6131.142,15780.393,4936.395,1474.487
3644.601,2947.272,15772.159,4325.849,1025.568,1088.311,8809.624,5691.748,1272.662,15249.106,1526.289,2431.648
2311.873,3239.24,19985.35,22194.706,1576.77,1532.074,5971.878,20823.804,2927.87,7341.959,1961.192,5760.186
3225.949,7252.711,5375.232,22229.246,10860.147,5671.055,1214.338,3244.606,20363.053,9099.394,5836.143,2621.18
33413.552,16353.627,20353.277,19553.271,8179.147,16193.6,15120.984,7258.474,8967.583,167978.943,24631.065,7399.076
3368.807,3093.892,3942.421,5730.44,3264.247,4770.017,1515.482,1875.796,5961.79,24109.142,27636.422,2402.707
1815.179,2004.643,6148.301,11240.814,2182.169,1440.142,2845.345,5820.249,2741.55,7479.354,2303.34,15562.558
