"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19409.89,19626.724,11341.558,10656.958,7772.919,9717.5,4155.455,2734.258,3897.567,35575.351,3270.552,2222.694
19997.971,30999.184,16377.102,24971.868,18661.76,7954.064,3425.136,3419.606,8291.529,15996.945,3227.205,2164.608
11386.913,16677.577,58151.365,35198.918,4904.83,3765.166,14113.164,20042.578,6874.703,20645.512,4380.723,7124.07
11175.109,25691.335,35145.126,84816.883,13161.095,6345.624,5166.812,21393.359,25928.98,20163.05,6346.46,12167.987
7771.496,18623.389,5035.007,13592.392,16617.269,12083.569,1159.105,1664.558,11987.83,8937.059,3345.108,2058.503
10451.347,8098.187,3584.123,6411.724,12617.776,20508.176,1105.964,1544.079,6426.699,15896.062,6040.677,1769.784
4577.742,3290.883,14545.176,4951.16,1168.162,1006.459,9106.107,7110.721,1702.995,15124.471,1549.468,3406.142
2793.709,3599.924,19556.824,21982.42,1648.63,1549.843,7125.169,21153.174,3427.845,7980.397,1872.64,6194.775
4004.268,8209.005,6814.588,24671.232,11821.287,6404.103,1577.979,3431.309,21629.768,10658.168,6307.28,2944.583
35504.057,16053.983,20884.013,20739.4,8933.715,16278.301,14853.457,8538.537,10820.472,172141.267,26134.598,8084.055
3383.291,3269.512,4401.925,6401.208,3118.79,5724.747,1741.31,1897.168,6689.631,26134.565,28416.112,2846.011
2069.505,2199.496,6694.328,12340.839,2127.925,1690.543,3620.072,6440.892,3026.806,7838.352,2844.524,15984.642
