"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
71387.001,23502.844,7368.963,4904.934,2758.067,2359.778,19987.976,1654.705,12132.759,8828.662,7489.48,3594.674,3518.828,1045.919,2099.856,947.215,1607.247,839.511,519.057,1133.749,299.939
23477.349,91487.964,12714.261,2146.888,1301.285,1010.497,1745.001,1059.722,3898.195,8005.634,22402.994,21996.968,8537.996,703.49,1183.629,646.257,2387.067,1161.5,549.016,645.347,297.248
7163.012,12872.766,63600.181,14960.866,1507.013,1352.895,1637.049,932.497,941.443,1377.537,1801.457,1572.832,23641.114,15920.913,5446.112,975.1,1571.635,1581.58,1034.451,1067.78,231.396
5075.142,2070.734,15226.817,79587.898,17451.853,2696.044,7970.988,2299.328,1593.259,1863.078,2076.915,1475.907,4793.944,10013.551,30664.869,3039.392,999.527,1234.291,1235.859,3335.161,617.745
2844.727,1144.444,1629.764,17462.678,79246.381,24025.666,8254.129,11263.122,1655.47,1446.581,1816.148,1128.576,1891.777,976.62,19024.728,11467.485,1069.591,819.487,756.295,1753.216,635.983
2441.156,1074.016,1239.716,2658.956,24052.257,77127.748,16307.295,24502.56,11259.268,1673.635,1284.675,867.156,1408.616,442.389,2042.064,1881.909,683.9,705.503,323.125,1031.595,484.088
20078.006,1790.144,1531.001,7845.211,8603.937,16366.764,61156.701,2759.705,12336.835,4122.248,2820.555,1173.132,2375.552,1882.699,2642.927,1140.937,1045.61,516.691,420.356,1142.132,373.426
1703.787,1069.189,972.677,2434.346,11184.555,24894.292,2943.582,220858.865,17358.707,1388.287,1586.179,805.042,1570.554,575.596,3797.688,22414.898,1041.552,840.99,466.209,1590.293,766.402
11440.157,4059.555,876.131,1644.826,1805.274,11488.671,12354.233,17692.911,67777.285,21823.606,3446.543,1254.68,1167.243,456.424,1583.837,931.757,1090.9,411.963,307.239,863.973,267.965
8830.947,7991.859,1247.272,1886.646,1399.122,1805.457,4024.834,1437.937,21745.046,129304.951,43331.387,2588.084,1536.351,536.524,1222.258,685.209,2065.927,965.581,405.919,721.578,286.695
7415.699,22502.194,1836.257,2204.482,1527.233,1071.031,2661.791,1509.877,3331.583,43174.649,186617.178,24812.947,3784.762,669.188,1472.138,986.236,9018.494,1642.21,547.988,850.5,337.027
3817.131,22296.451,1416.809,1332.756,1071.092,779.214,1049.947,765.766,1264.84,2811.077,24906.726,75733.405,13722.02,671.179,1152.889,722.183,17283.046,1886.985,433.067,660.28,216.241
3296.723,8905.641,23708.277,4753.603,1836.5,1519.627,2294.815,1544.07,1160.159,1572.094,3640.416,13807.332,177201.514,16482.583,2806.43,1341.512,8816.653,38181.306,8483.612,1697.819,524.85
1094.038,729.893,15903.988,10044.157,986.044,464.659,1944.636,534.204,394.083,530.804,809.524,717.334,16689.502,43113.694,15433.604,504.002,384.736,5617.496,10643.302,5523.838,266.504
2263.068,1141.813,5435.05,30738.33,18877.21,2030.708,2677.437,3530.95,1666.765,1267.763,1524.078,1096.043,2972.299,15509.215,143522.22,19063.489,910.536,1307.079,2728.289,36642.58,1336.542
825.394,711.531,953.301,3067.474,11411.513,2092.544,1204.063,22776.339,894.784,805.561,953.676,660.974,1326.904,518.863,19030.764,174915.615,654.828,798.725,846.956,12972.298,12695.458
1636.319,2479.654,1374.313,1013.655,1008.114,648.808,996.507,1007.041,1076.502,1823.556,8936.453,17186.502,8648.478,348.356,788.671,668.206,114153.579,7710.827,666.204,426.225,251.853
941.253,1203.653,1572.189,1271.872,831.302,737.358,725.477,931.391,518.677,988.943,1568.773,1882.302,38601.603,5647.561,1456.629,913.179,7973.268,105451.74,32492.07,1607.584,385.175
642.295,497.41,927.081,1376.409,738.466,295.295,462.699,455.596,292.58,366.989,526.908,427.063,8394.753,10931.746,2620.193,826.842,705.956,32301.866,35952.14,16717.503,490.04
997.989,669.753,1027.5,3066.339,1654.831,968.806,1194.412,1537.866,1086.112,773.523,802.174,625.238,1774.661,5636.934,36899.469,12636.275,532.449,1663.268,16323.424,147042.761,15471.737
250.86,237.423,257.549,410.947,638.825,346.982,342.947,731.907,229.213,313.415,351.866,211.541,478.907,279.485,1443.89,13026.12,251.862,404.449,489.541,15261.42,48126.16
