"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18752.481,19268.216,10095.887,9768.789,7152.318,9092.965,3644.322,2247.214,3176.164,34108.549,3483.95,1791.212
19336.906,31028.977,15973.928,24045.576,19950.855,8120.663,3034.853,3235.581,7318.425,16073.737,3052.657,2099.467
10200.815,15378.892,59375.299,35034.57,4124.375,3402.911,14400.771,19735.365,5372.81,20000.241,4057.61,6961.194
10020.26,24611.073,34528.153,87503.903,13055.321,6554.453,4679.758,21653.457,22313.755,19687.72,5715.601,11296.198
7307.228,19530.502,4264.872,12652.399,18385.818,11792.482,1089.639,1419.481,11281.617,8410.238,3592.564,2079.675
8716.948,8464.071,3274.985,6669.724,12096.696,18454.429,823.925,1574.536,5541.462,15665.322,6020.063,1559.54
3752.947,3044.019,14252.057,4497.613,1191.58,862.904,8406.412,5607.63,1310.741,15266.319,1520.418,3220.458
2138.159,3263.695,19170.767,21971.401,1509.2,1639.99,5832.402,20878.925,2839.849,7842.919,1949.174,5898.217
3065.983,6967.119,5610.652,22143.533,10908.673,5987.901,1264.552,3039.342,19665.125,8673.173,5523.232,2711.543
34044.002,16392.675,20308.648,19881.948,8249.624,15932.065,15522.094,7515.547,8429.486,169516.062,25296.662,7659.749
3252.763,3061.25,4052.761,5639.854,3549.546,5825.54,1491.434,2126.636,5480.433,25111.774,28886.315,2475.519
1866.851,2075.067,6605.711,10926.803,1986.186,1575.697,3088.577,5997.694,2797.386,7680.534,2339.509,16656.04
