"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
11547.101,9834.245,6434.246,4924.183,4574.659,6546.94,2636.905,1062.47,1848.732,24405.423,1295.212,512.122
9694.424,18872.539,8102.059,12883.689,13139.416,4099.011,1180.336,1292.189,3981.865,6478.943,990.862,532.21
6106.195,8366.479,48261.015,20507.821,2639.265,1829.638,11316.691,17087.086,2734.277,13108.344,1350.736,2332.084
4880.239,12997.122,20196.767,60371.041,7315.716,2889.318,2130.353,16953.986,13575.239,9133.951,1798.518,5893.108
4333.48,12805.401,2802.993,7106.993,15287.992,9286.668,624.217,844.923,8086.9,5318.921,1397.69,568.753
6625.385,3757.512,1916.449,3138.95,9686.788,18308.296,581.902,554.714,3349.618,11115.644,3403.885,412.81
2610.242,1408.813,11805.649,2471.022,605.335,571.625,8130.597,4599.183,452.987,11812.92,564.704,1115.217
1209.63,1436.919,16545.903,17108.343,935.701,552.7,5062.45,18549.344,1788.07,4436.542,619.711,3154.96
1683.894,3725.747,2566.521,13570.782,8006.388,3128.966,421.947,1618.625,13893.993,4127.44,3334.3,648.38
24764.281,6228.456,13285.913,9863.659,5572.779,10748.168,11862.865,4379.462,4511.317,132534.021,14463.062,2453.227
1359.536,1179.501,1485.716,2180.529,1600.611,3402.036,624.838,730.695,3415.972,14936.519,20411.795,434.635
504.45,602.357,2424.309,5915.338,629.05,337.147,1066.138,3056.567,767.345,2625.693,493.105,8215.801
