"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
20628.071,21661.857,11789.507,11342.659,7864.696,9676.766,4657.946,2705.761,3829.453,36114.303,4069.034,2060.252
21860.337,30686.315,17031.034,26465.731,19669.712,8061.92,3094.699,3358.375,7815.48,16622.231,3443.224,2477.062
11809.968,16873.6,60982.524,36850.019,5064.41,3729.41,15552.374,19843.255,5869.435,21121.961,4503.977,6945.383
12160.244,26400.864,36887.434,92200.038,13498.138,7030.613,4884.693,21829.727,23295.548,20596.336,6420.122,11577.038
7806.553,19843.4,4823.599,14216.174,17679.517,12711.651,1235.238,1543.403,11501.67,8928.627,3850.79,2264.901
10027.838,8170.616,3922.462,7113.821,12734.577,19939.409,1220.274,1802.048,6581.39,15969.883,6266.904,2006.017
4640.074,3169.126,15494.038,5116.802,1099.111,1217.365,11179.307,7053.546,1309.914,14919.406,1572.906,3459.792
2528.306,3461.438,18904.403,22205.175,1547.965,1864.878,7238.447,20229.611,3198.31,8784.866,2054.421,5875.673
4032.3,7920.728,5837.478,23274.362,10818.984,6443.666,1384.114,3142.686,22913.787,9666.984,6486.014,2691.488
36413.797,16758.149,21150.718,20838.163,9259.308,16255.954,14888.093,8357.496,9796.553,179352.564,26475.531,8514.326
3972.439,3768.635,4674.571,6767.233,3911.984,6274.287,1608.651,2016.024,6759.748,26360.947,29783.342,3098.535
2089.128,2388.176,7024.691,11514.752,2251.665,1904.35,3170.251,5803.403,2999.817,8514.427,2852.598,16305.426
