"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
15935.516,18385.848,9887.621,9133.581,6160.833,7929.395,3439.342,2099.4,3123.42,31944.765,2896.692,1719.359
18196.662,29980.372,15715.981,22874.378,19437.898,7261.867,3033.941,3587.854,7012.502,16040.921,2717.628,1987.428
10439.2,15448.164,57256.838,32584.89,4533.53,3516.319,14462.464,20734.999,5214.795,19326.88,3842.887,6167.577
9260.208,23671.42,31977.237,81569.297,12259.876,6249.858,4086.161,22588.25,20793.4,19287.205,5446.387,11183.379
6243.641,18790.588,4351.873,12104.444,15984.23,12166.413,954.962,1861.565,11029.747,8818.56,3720.368,2060.596
7737.232,7523.478,3243.153,6590.79,11922.204,21860.538,1069.365,1549.076,5766.632,15223.967,5385.464,1625.975
3494.427,3129.328,14355.419,4174.14,981.454,999.82,8869.219,5450.878,1263.826,14885.74,1473.253,2759.219
2074.89,3323.681,20761.723,22363.602,1820.439,1680.267,6073.49,20228.196,3286.933,7798.793,1993.442,5963.271
2994.217,6645.156,5360.65,20914.563,10896.101,5899.653,1349.737,3111.755,20210.724,9396.747,5635.153,2952.218
32846.883,15621.022,19498.845,19329.002,8586.595,14887.506,15106.824,7988.766,8805.492,161361.865,24873.932,7403.159
2780.767,2984.212,4164.392,5254.727,3561.555,5199.091,1483.935,1952.505,6412.725,24297.531,28977.692,2678.184
1721.512,1920.557,6168.726,11680.457,1844.478,1736.137,2729.867,5374.91,2929.409,7429.965,2374.611,16659.994
