"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
70269.871,22634.576,7976.59,5189.598,3161.615,2763.512,19866.283,2243.19,12281.999,9918.503,7782.705,4405.673,3817.249,1044.446,2609.539,1448.558,2287.77,1045.442,738.173,1289.093,365.288
22511.505,95941.585,13876.775,2700.85,1997.515,1452.644,2665.827,1782.135,4651.877,8861.643,23502.187,22845.07,9184.858,1147.007,1949.318,1241.626,3804.269,1855.599,864.656,1143.27,288.686
7919.815,13637.751,65046.905,15652.362,2480.506,1849.845,2109.042,1941.704,1226.642,1954.538,2511.204,1965.159,25338.549,16839.956,6224.193,1496.717,2206.123,2238.71,1704.551,1621.414,452.118
5149.88,2962.036,16205.135,76567.29,20604.633,3627.767,9153.779,3179.307,2317.685,3253.624,3216.977,2015.395,7654.55,11761.663,31652.737,3536.441,1834.194,1739.238,1705.352,4037.294,924.253
3230.144,1863.831,2727.237,20057.761,86236.529,25960.117,8553.099,15546.034,2617.304,2505.916,2446.056,1901.055,3307.481,1688.906,20949.641,13070.34,2029.279,1247.107,1117.483,2956.397,1069.29
2583.886,1398.893,1879.573,3206.043,26000.074,73257.809,16686.667,26530.057,11971.811,2190.246,1769.067,1350.928,2155.325,658.583,2791.901,3024.043,1187.137,975.417,639.421,1607.243,583.908
19909.004,2745.693,2217.537,8858.383,8710.687,16711.039,65705.464,3929.109,14782.822,5423.778,3959.955,1991.652,3169.881,1423.539,3565.003,1966.326,1624.07,1081.217,765.806,2019.744,620.194
2262.298,1771.638,1742.809,3468.431,14529.026,26609.501,3996.761,232823.117,19293.64,2988.763,2595.423,1609.495,3020.367,1067.565,5118.781,25079.893,1953.646,1574.408,1262.495,3092.935,1438.42
12340.261,4576.872,1325.62,2256.207,2575.955,12653.742,14886.718,19829.979,75089.106,23592.43,5151.557,1987.951,1928.054,739.225,2270.643,1759.196,1737.533,828.536,481.67,1721.381,558.378
9853.843,8990.696,1813.522,3440.455,2400.468,2040.744,5093.143,2931.874,23669.469,131750.272,45739.227,3429.037,2364.503,732.682,1676.055,1435.761,2830.706,1475.28,854.693,1173.419,438.096
8005.165,23240.855,2516.55,3394.6,2356.25,1761.876,3901.139,2377.241,5032.998,45732.953,185509.907,26100.114,4140.605,974.417,2059.315,1506.533,10471.48,2167.994,943.478,1496.537,674.545
4156.675,23334.441,1888.215,1938.635,1932.731,1307.04,1826.112,1440.42,1862.821,3553.333,26041.307,76215.605,13542.7,1057.356,1599.763,1002.604,17029.413,2648.077,681.299,1064.825,424.78
3644.082,9347.544,25155.458,7300.217,3126.618,1980.758,3071.483,3022.311,1953.861,2407.599,4243.187,13772.635,172347.495,21209.417,3794.728,2413.547,9810.664,43154.878,9547.444,2730.611,1011.891
1000.715,1069.79,16721.917,11715.658,1694.559,701.164,1450.401,1023.552,577.801,562.742,1006.792,976.871,21052.518,47347.324,16149.087,980.203,752.379,6559.218,10524.13,6015.425,465.163
2687.799,2036.888,6004.836,31257.294,20959.229,2797.293,3728.551,5147.503,2445.399,1682.101,1966.895,1486.547,3946.028,16053.7,141154.517,20559.638,1550.041,1788.745,2994.402,36105.498,2168.769
1387.939,1307.995,1645.379,3505.263,13138.822,3044.434,2030.581,25409.099,1579.016,1464.781,1473.824,1106.795,2233.332,1072.655,20170.906,175215.976,1335.91,1461.151,1568.96,14039.166,13965.125
2158.56,3527.707,2169.718,1836.278,1952.479,1321.046,1522.992,1653.929,1711.236,2744.179,10589.283,16581.139,9977.609,747.133,1555.669,1228.712,108137.948,9245.298,1252.451,1222.069,483.573
1316.543,1754.552,2122.111,1911.942,1371.032,867.905,1237.672,1493.129,1023.746,1485.535,2185.057,2346.933,42697.316,6235.36,1980.414,1559.649,9310.75,110739.817,34154.737,2382.414,772.64
843.642,862.238,1424.872,1796.695,1179.918,685.356,805.11,1267.949,558.536,751.06,933.291,784.074,9250.384,10907.489,3050.691,1553.827,1107.087,34153.511,37799.544,17407.572,769.567
1325.205,1130.99,1589.136,4015.241,2816.705,1540.341,2118.499,2927.421,1726.138,1076.747,1403.635,1125.563,2645.751,6048.383,36593.83,13827.987,1305.348,2672.109,17050.669,143500.925,17045.292
325.662,370.432,489.78,884.729,1213.483,549.011,680.742,1370.963,507.669,438.737,676.245,370.189,983.073,423.817,2000.408,14193.856,598.249,722.065,849.582,17416.699,49916.628
