"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
83044.284,25821.65,11953.913,10339.818,6175.802,6757.651,22387.26,5290.717,16020.733,13128.255,13154.891,6791.473,7059.945,2677.649,6702.094,3436.262,4437.259,2469.089,1588.725,3661.849,1332.314
25291.397,72550.82,13001.739,5287.662,3823.01,3095.63,5206.634,3042.801,5918.314,8698.375,22025.287,23181.809,10774.892,1372.119,3217.449,2517.789,6210.556,2679.22,1383.221,2212.115,1103.682
12127.918,13708.976,53157.057,17459.166,4462.446,3348.699,4097.559,3194.305,2669.035,3418.286,4392.871,3747.67,23668.663,11750.997,7397.874,2530.308,2786.311,3513.106,2645.309,2790.302,1113.345
10767.429,5355.743,18358.918,67323.113,19276.923,5973.228,11956.793,5116.334,3996.192,4194.352,4817.142,2933.954,7563.835,8822.178,29678.08,5977.658,2762.583,3210.259,2958.867,7006.556,2024.44
6184.864,3825.875,4392.388,19596.857,64239.218,26322.856,9587.862,16517.174,3863.353,3771.253,3835.142,2412.405,4019.913,1892.716,17568.224,13169.858,2800.007,1870.597,1869.436,4311.692,2630.166
6739.119,3050.867,3468.864,6129.71,26800.643,69684.88,18166.534,27126.404,12734.282,3544.04,2820.457,2034.597,3617.587,1107.68,4601.547,5548.152,1771.152,1512.927,1189.351,2807.812,1597.844
23162.016,5143.056,4118.969,11743.616,10006.914,17635.332,53182.249,7148.816,16831.808,7106.176,5818.137,2986.777,4098.969,2037.716,5925.921,3356.514,2340.92,1709.799,1128.147,3594.23,1359.415
5061.071,3246.148,3033.677,5365.186,16363.275,28313.149,7545.254,186074.011,16148.591,3999.011,3659.349,2354.251,3822.436,1605.576,7565.596,21033.297,2736.13,2207.614,1556.209,4554.933,2620.079
15614.351,5949.707,2796.006,3856.429,4018.857,12549.673,16754.68,16872.089,54558.802,25231.194,7739.325,2933.375,3080.78,1196.06,3827.043,2775.552,2359.452,1523.911,1104.916,2630.555,1367.037
13467.487,8781.42,3483.381,4365.791,3882.681,3584.675,7025.667,3913.446,25255.153,115596.252,46289.147,5143.709,3420.373,1143.371,2431.603,2351.993,3657.44,2069.774,1238.676,1927.521,1051.705
12889.347,22079.758,4248.912,4949.241,3833.497,2934.572,5751.669,3732.364,7526.099,46230.299,169486.4,26689.743,6205.694,1266.18,3282.768,2552.229,10569.566,3065.398,1441.236,2553.431,1233.956
6819.14,23520.386,3814.518,3157.39,2455.04,2014.744,2779.404,2213.99,3290.074,5389.919,26637.352,73704.112,14072.909,1079.855,2252.014,1526.284,18516.887,2500.834,1137.903,1576.325,898.848
6828.709,11145.676,23308.818,7888.407,4097.665,3305.3,4221.852,4040.708,3341.087,3460.158,6138.412,14626.988,155657.24,14204.714,5036.84,2959.67,8620.567,36044.041,9619.629,4151.452,1742.03
2664.588,1556.331,11582.493,8912.517,1880.255,1098.024,2038.558,1639.975,1065.215,813.573,1253.583,1112.88,13606.583,31099.23,10261.96,1552.601,1101.544,5979.943,10416.451,5786.43,708.009
6573.872,3322.925,7571.272,29524.522,17056.433,4811.818,6446.484,7075.948,3894.97,2421.084,3414.282,2222.314,5327.26,10236.939,121829.077,18409.763,2481.575,2717.224,3873.87,40462.075,4379.161
3405.46,2475.7,2591.132,5991.479,13288.536,5600.969,3627.302,21490.683,2789.552,2265.683,2517.689,1603.627,2961.182,1641.819,18403.684,129135.783,1879.764,2166.716,1983.21,13888.767,13185.803
4481.876,6242.495,2897.423,2818.191,2968.925,1833.502,2288.117,2436.269,2606.384,3697.108,11042.069,18255.778,8705.477,1013.775,2493.295,1909.808,101600.31,7281.263,1867.007,1851.924,951.412
2726.096,2698.701,3339.489,3415.965,1943,1549.143,1760.398,2125.663,1524.048,1947.371,3109.113,2588.101,35771.935,5884.263,2757.802,2170.856,7068.252,82460.672,26955.134,3103.955,1284.387
1723.975,1409.111,2661.196,2833.529,1789.047,1246.976,1244.514,1603.406,1075.472,1175.059,1423.522,1164.788,9857.786,10378.328,4093.135,2059.012,1829.153,27165.819,30568.332,14988.471,1404.864
3538.903,2302.288,2948.036,6923.344,4079.648,2716.286,3728.484,4799.379,2983.635,1663.759,2411.698,1753.165,4119.107,5959.39,41066.921,13970.146,1956.077,3267.746,14628.243,117293.971,15166.323
1349.521,1059.404,950.589,1726.903,2502.599,1306.518,1285.505,2504.644,980.505,878.627,1196.765,759.7,1617.83,637.33,4175.351,13308.309,914.728,1345.751,1426.93,15833.421,47221.711
