"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
15172.274,12796.304,8138.212,6648.283,5662.179,7696.206,3242.703,1803.694,3048.784,26257.559,2564.02,1714.337
13025.328,18729.986,12621.882,16942.298,14078.641,5477.297,2070.051,2250.094,5558.632,10469.581,2185.42,1657.943
8420.501,12314.783,47677.035,23720.464,3297.238,2910.132,10865.701,14748.528,4613.124,14890.779,3068.809,6048.562
6912.507,16843.736,23619.853,57118.956,9153.995,4967.068,3098.313,16054.947,17369.329,13136.696,4125.697,9465.102
5680.367,13889.548,3532.63,9077.38,13715.283,8889.52,815.888,1175.787,9277.551,6287.352,2685.436,1707.816
7836.647,5334.375,2909.241,5126.142,8913.361,16283.193,849.092,1095.702,5340.678,11961.459,4915.013,1453.012
3203.241,1915.281,11381.439,2852.397,949.098,844.635,7450.995,3919.888,1287.672,11592.856,1131.319,2663.657
1733.176,2160.43,14896.962,16208.696,1251.994,1240.763,3944.584,16639.26,2603.695,5498.094,1436.171,4698.073
2985.608,5525.38,4577.033,17141.626,9190.63,5093.606,1230.178,2817.078,17251.831,7349.881,5055.858,2446.123
26595.466,10643.327,15424.685,13154.722,6049.622,12305.541,11740.549,5327.914,7428.433,132235.702,18226.053,6683.479
2686.766,2397.685,3020.816,4124.778,2730.188,4806.343,1087.315,1480.745,5204.511,18263.681,24295.641,2122.246
1469.247,1662.837,5701.1,9216.118,1689.462,1477.799,2439.366,4870.587,2374.781,7110.996,1951.592,13603.472
