"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16395.167,18308.812,10221.971,10377.89,7360.654,9071.736,4053.081,2163.887,3125.285,34133.094,3361.26,1913.927
18519.985,30401.723,15401.305,23933.952,18998.16,7283.86,3040.722,3390.627,7097.244,16669.684,3377.323,2143.01
10298.593,15499.462,59637.824,33677.733,4548.325,3686.754,14480.74,20525.591,5780.163,20486.995,4236.193,6717.888
10310.739,24279.631,33591.825,82218.061,11783.672,6502.743,4608.065,21736.159,22045.091,18606.669,5841.093,11519.534
7128.191,18725.283,4675.455,12416.2,15623.577,12684.964,1053.56,1613.607,11005.232,8877.811,4285.281,2217.804
9271.14,7614.593,3804.095,5940.513,12949.72,21720.172,1033.519,1550.859,5848.479,17151.69,6157.491,1805.032
3816.851,3035.223,14293.259,4485.397,1109.997,971.451,10024.861,5407.361,1485.054,14986.787,1348.615,2901.001
2049.157,3395.558,20414.946,21436.671,1456.887,1595.908,5719.636,19485.162,3079.548,7452.91,2270.562,5452.775
3284.193,6621.932,5767.655,21743.616,10729.678,5935.4,1328.595,3044.013,19571.868,9558.079,6390.381,3219.275
34357.248,16693.451,20372.127,18541.857,9257.366,17193.622,14728.166,7289.747,9448.198,162243.945,26720.223,7606.533
3170.746,3261.377,4408.962,5546.808,4129.959,6078.079,1420.116,2101.435,6861.398,26080.717,30127.068,2650.833
1802.104,2102.055,6710.786,10989.862,2150.708,1740.686,2925.761,5271.257,3145.335,7825.887,2663.04,16470.448
