"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
10441.399,7437.214,4675.046,3155.104,3083.489,5691.172,1609.932,682.512,1005.567,20639.315,2077.193,809.653
7358.599,16117.702,8249.673,9787.698,10334.702,3292.735,601.788,950.324,3093.508,5425.514,1279.812,856.798
4708.195,7842.046,42355.14,15946.81,1671.515,1535.005,9525.89,15566.934,1711.488,10014.554,2492.684,4263.546
2889.293,9659.914,16113.295,54816.352,7124.625,3543.031,1484.426,15485.419,14619.762,7158.648,3299.695,7500.123
3100.163,10305.12,1689.328,6796.436,14218.019,9162.774,459.454,740.264,7277.001,3944.811,2866.739,1130.255
5862.615,3156.661,1594.289,3508.53,9076.435,16999.683,413.03,657.76,4137.616,12250.202,5481.009,1042.451
1751.571,614.524,9407.261,1446.683,469.615,368.071,6392.229,4869.496,296.056,8839.196,746.144,1889.941
640.434,856.988,15619.513,15895.327,758.481,733.213,4915.57,17187.073,1772.13,3997.057,1205.062,4187.509
981.755,3158.3,1758.121,14638.91,7276.299,3826.09,297.618,1809.637,13493.907,3580.044,5420.174,1363.415
20563.452,5364.687,10078.603,7192.868,3748.015,12454.519,8598.097,3887.105,3474.837,123510.843,16462.66,4636.916
2106.318,1374.712,2352.124,3093.342,2821.063,5311.404,769.502,1251.166,5506.942,16699.419,22444.245,1502.453
771.558,923.906,4234.571,7703.425,1185.017,915.066,1726.598,4205.716,1267.978,4691.751,1419.712,11528.191
