"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16120.795,16249.102,9723.269,8229.4,6173.765,8585.62,3552.845,2030.504,3248.169,28447.917,3293.289,1816.629
16110.191,25270.743,13530.63,19735.84,18445.595,6981.525,2675.632,2614.654,7371.972,13487.909,2740.562,2179.432
9193.211,13328.481,54016.819,26058.071,4004.422,3246.015,11969.574,17150.607,4854.931,17279.531,3858.05,7293.84
8191.903,19577.686,26449.619,64143.738,10065.537,6136.841,3172.948,17615.931,18865.883,14803.644,4769.173,9826.483
6420.33,18085.091,3882.007,10068.953,19364.316,12181.853,1161.512,1236.057,11319.078,7843.598,3574.311,1921.798
8561.173,7230.629,3171.37,5782.823,12455.164,19924.253,927.861,1557.9,6481.742,15321.263,5742.896,1895.155
3589.164,2311.897,12195.481,3096.661,1091.77,962.145,7615.807,4552.248,1328.056,12327.49,1166.351,2876.069
1967.45,2541.071,17095.396,17833.545,1345.324,1390.185,4965.258,18517.856,3051.07,6909.515,1613.328,5645.692
3445.85,7068.078,4876.302,18710.546,11292.955,6234.339,1211.473,3167.202,17707.22,8171.38,5983.991,2530.179
28914.84,13589.338,17243.444,14751.024,7957.178,14969.242,11910.855,6838.868,8332.038,151226.949,22783.493,7851.845
3393.962,3019.21,3718.183,5017.621,3475.333,5818.39,1159.942,1666.252,6225.233,22495.688,26788.678,2608.093
1658.726,2064.609,7364.678,10011.695,1720.461,1832.61,3077.097,5492.489,3008.233,7705.46,2633.663,14084.084
