"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
17455.334,20669.54,10894.784,10621.357,7452.484,9148.304,4458.172,2381.719,3550.404,36185.511,3456.071,1941.436
20536.818,32813.61,17375.649,26344.497,21173.65,8136.22,3133.253,3751.532,7920.903,17274.176,3220.35,2406.938
10826.936,16702.431,62199.08,36414.468,4867.824,4064.272,15669.833,21616.225,5500.21,20794.249,4493.689,6662.059
10493.198,26318.95,36075.041,91011.699,13114.503,6719.995,4660.717,23434.552,22324.64,20667.419,6093.114,13121.707
7527.82,20304.542,4848.794,12867.516,18688.122,12556.888,1073.058,1580.099,11854.844,9168.526,4122.431,2007.618
9212.676,7998.698,3926.087,6590.562,12418.367,21594.105,1176.304,1758.89,6201.297,16057.564,6190.578,1826.407
4197.678,3121.745,16007.29,4822.736,1123.638,1062.266,9344.347,5624.885,1415.099,15351.753,1627.423,2763.975
2377.17,3640.251,20875.21,23344.319,1536.403,1686.775,6041.072,21252.439,2875.121,8636.474,2105.873,5935.243
3522.266,8083.332,5193.522,22376.513,11249.322,6199.176,1515.097,3039.926,20681.6,9127.031,6107.143,3007.202
36075.744,16916.573,20628.094,20447.445,9106.179,16320.832,14758.794,8211.192,9699.945,174289.692,26062.38,7865.438
3425.034,3462.191,4317.262,6196.891,4057.278,6350.835,1684.186,2210.198,6171.617,26056.303,30511.631,2905.77
2099.419,2525.682,6566.361,12845.652,2137.068,1719.186,2900.526,6131.843,3069.878,7895.157,2708.363,18285.667
