"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16722.936,16236.399,8578.897,7349.726,6228.253,7518.501,3277.268,1759.088,3563.814,30733.521,2160.929,1412.238
16537.397,27560.071,13305.931,18588.124,16167.133,5788.142,2438.584,2415.939,6915.058,12380.074,1921.853,1590.631
8760.08,12678.458,53884.579,24266.728,3492.236,2300.254,13595.913,18578.301,6404.142,16836.261,1927.673,4402.974
7359.432,19239.576,24014.653,68144.981,8355.49,3575.385,3463.894,19449.988,19715.488,11637.572,2838.573,7681.984
6106.534,16327.826,3512.082,8297.9,16258.906,10759.331,917.46,1249.822,11175.202,6747.05,1945.365,1263.792
7740.617,5562.721,2201.369,3755.105,10634.451,17867.842,640.291,888.316,4983.67,12792.751,3658.157,981.723
3292.982,2207.819,13636.648,3425.937,869.69,626.537,9168.537,4919.431,1680.404,13319.255,910.457,2368.781
1628.907,2283.342,18983.862,19706.645,1237.596,809.313,5375.288,21110.436,3759.017,6203.046,953.205,4382.916
3456.162,7060.248,6485.987,18998.812,11032.685,5008.613,1684.262,3684.755,23537.932,9605.487,4683.027,2607.82
30810.356,12247.72,17237.807,12081.953,6691.567,13029.547,13118.355,6025.191,9278.093,162183.184,16456.937,4555.855
2292.695,1820.24,1872.855,2780.755,1954.285,3710.861,1007.283,966.449,4804.905,16420.274,21081.083,1036.196
1298.886,1511.297,4370.111,7950.849,1196.901,1109.013,2277.517,4595.29,2734.335,4398.963,914.745,11411.943
