"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
15836.481,16826.549,9562.663,8177.352,6995.824,8986.63,3465.45,2105.163,3364.404,30810.512,3178.724,1677.55
17018.316,28254.186,14759.337,20638.254,18119.177,7181.311,2540.816,2941.587,7440.314,13764.073,2655.975,1821.9
9712.82,14239.766,58288.685,27991.151,4232.429,3497.019,14023.421,20468.492,6126.553,18065.582,3852.058,6163.74
8279.514,21039.753,27248.846,69191.863,12159.594,5911.323,3385.445,19576.979,22236.57,15149.773,5175.035,9663.951
6562.805,17542.059,4350.053,11900.664,18524.848,12272.36,952.421,1350.772,12163.147,8207.52,3706.742,1897.389
9229.316,7251.647,3516.957,6116.086,12294.455,21609.143,928.561,1331.439,7326.053,15978.93,6268.422,1598.04
3626.642,2749.203,13727.551,3313.296,1018.972,953.335,9075.472,6158.51,1381.849,13507.648,1455.131,2791.857
2196.24,2830.591,20690.208,19977.629,1504.701,1447.344,6548.95,20535.583,3453.865,6904.557,1831.961,4947.812
3361.219,7588.154,5946.544,22099.163,12055.651,7064.454,1467.319,3787.357,20645.894,9722.44,6947.849,2429.667
30807.836,13889.727,18227.124,15115.064,8061.748,16233.361,13514.596,7119.649,9750.103,161991.912,22005.885,7157.7
3127.883,2675.608,3686.481,5148.048,3654.267,6172.351,1500.369,1789.022,6973.055,22709.904,27073.98,2310.323
1575.486,1803.508,6123.938,9586.111,1854.681,1417.204,2878.735,5023.383,2567.708,7058.541,2081.869,13306.819
