"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
14882.608,15554.525,9280.432,7799.447,6624.799,8799.846,3347.407,1999.364,3213.172,27282.994,3081.682,1649.818
15608.068,23747.806,13072.655,17500.916,16282.054,6577.327,2370.904,2534.755,6493.596,13045.223,2771.762,1906.42
9140.347,12612.585,52921.378,26130.583,3939.157,3230.529,11261.075,18296.031,5512.485,17784.495,3527.649,7142.138
7896.946,18226.109,25474.532,61668.14,10612.559,5653.957,3236.334,17647.71,18462.457,14059.018,5205.881,9552.469
6948.948,15748.096,4072.407,10581.585,15141.401,11114.838,933.977,1251.235,10887.078,7605.016,3462.06,2031.048
9025.595,6577.368,3271.184,5285.688,11456.899,19389.397,1028.577,1276.737,6215.031,14188.928,5535.691,1706.235
3084.076,2286.226,11515.458,3360.458,1154.544,974.162,6770.251,5301.347,1168.881,11558.293,1124.417,2530.787
1991.532,2716.274,17884.857,17716.254,1237.192,1297.17,5512.127,19206.004,2729.476,6642.418,1709.867,5268.988
3090.633,6585.293,5163.733,18199.337,10838.512,5792.337,1102.992,2945.848,17539.153,8857.958,6098.383,2712.705
27626.874,13039.012,17774.013,14320.123,7488.386,14248.69,11011.582,6745.08,8618.95,148892.56,22272.346,7208.712
3269.392,2752.786,3558.424,5132.85,3416.927,5564.184,1181.647,1750.316,6195.665,22455.932,25276.985,2389.631
1522.141,1821.89,6728.144,9540.188,2040.641,1546.973,2512.601,5481.589,2637.509,7133.877,2287.803,13351.677
