"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
21870.138,24546.465,14325.728,13360.125,9539.736,11156.325,5270.051,3102.522,4629.171,38224.823,4205.723,2510.575
24213.634,35307.196,21448.717,29502.237,21901.902,10255.05,3904.584,4529.146,9278.486,21225.915,3860.528,2769.775
14028.579,21052.299,71315.806,41396.528,6259.056,4868.833,15968.188,23781.785,6657.503,24773.133,4806.182,7528.08
13490.705,30290.03,41231.866,87226.783,16855.339,8343.236,5080.251,22699.826,24947.652,24414.664,6870.172,11688.92
9667.344,21209.525,6017.993,16378.756,20080.008,14860.441,1511.135,2064.422,12775.952,11212.954,4493.686,2610.55
11720.937,10327.265,4803.177,8334.36,14680.41,24921.54,1352.844,1760.144,7612.599,18906.095,7604.867,1902.621
5521.27,3543.268,16157.998,5214.111,1414.227,1340.545,9476.962,6599.207,1687.011,16401.108,1852.086,3009.243
3216.81,4335.357,23930.714,22534.072,2123.778,1828.386,6661.442,21744.036,3277.943,9110.009,2300.37,5986.172
4350.359,9222.832,6659.546,24345.663,12991.321,7561.537,1543.492,3159.597,19854.509,9955.153,6198.227,3246.428
38404.566,20882.84,24586.649,25169.376,11055.088,18918.777,16454.96,9042.765,9890.913,183149.81,28721.79,9010.315
4112.991,3857.878,5147.391,6851.64,4075.618,7026.064,2065.198,2118.794,6378.797,29320.397,29659.131,3317.411
2373.782,2645.026,7569.405,11879.754,2588.536,1944.317,3235.894,6253.042,3192.321,9032.97,2941.792,17219.249
