"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18405.381,19978.892,10845.098,10913.689,7328.917,9599.411,4206.332,2695.428,3788.837,35700.181,3259.06,1891.363
20153.033,33273.477,17445.44,26405.76,20526.705,8459.146,3521.061,3507.895,7852.747,18039.437,3543.238,2333.722
11180.134,17455.653,59109.217,35207.986,4739.296,3909.261,14923.311,21010.547,5627.798,21266.552,4085.37,6941.438
11515.634,26446.956,34497.422,88888.687,12118.864,6666.939,4660.925,22594.5,22721.283,20073.714,5985.916,12167.657
7450.804,19195.932,4750.292,12015.773,17714.346,12632.407,1278.574,1632.702,11245.52,9334.727,3831.225,2034.538
9752.03,8671.396,3719.645,6916.322,12677.101,20974.412,1038.46,1749.722,6144.013,16603.377,5695.868,1934.618
4242.961,3494.912,15030.968,4658.587,1199.641,1071.725,10447.45,6078.835,1599.586,14968.012,1675.321,2512.322
2691.832,3659.891,21017.591,22572.454,1640.527,1751.556,6275.298,22587.812,3613.135,7874.93,2167.184,5675.505
3696.253,7969.437,5546.896,22427.156,11389.149,5866.435,1332.976,3525.734,21416.105,9703.655,6226.393,2872.531
35198.796,17948.031,21611.828,20090.208,9186.868,15941.418,14877.57,7623.166,9786.431,174389.538,25838.846,8004.805
3441.025,3430.012,4153.692,6164.926,3676.774,5382.17,1812.555,2052.034,6578.86,25556.261,28618.271,2985.587
1675.536,2258.603,6752.095,12039.841,2026.212,1831.611,2730.114,5848.648,3081.238,8056.088,2614.222,16984.819
