"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
7883.799,5355.635,2799.135,1055.896,1715.136,4375.336,1320.903,255.079,496.949,16821.764,1167.036,158.429
5055.914,11340.183,5527.526,6497.915,8026.14,2156.29,334.099,247.535,2166.755,1970.249,566.366,150.63
2761.578,5491.082,34404.425,10364.615,682.952,360.855,7500.888,12538.075,840.364,5608.753,645.379,1741.796
1241.476,6273.425,10649.353,46138.201,4454.297,1393.479,560.645,12717.138,12522.963,2865.424,1484.45,5936.929
1672.367,8055.045,667.734,4546.327,12197.736,6548.46,102.996,199.702,6060.019,2258.735,1841.365,246.469
4449.193,2174.561,415.21,1511.577,6620.98,15020.88,97.211,123.059,2905.049,9240.607,3716.334,138.512
1332.967,279.473,7703.559,490.545,116.713,128.651,4791.638,4070.516,134.002,7780.613,227.504,1151.141
265.771,237.95,12401.88,12785.389,170.907,204.397,4018.784,15225.28,1120.324,2493.602,402.52,2681.451
514.26,2192.779,801.174,12279.804,5715.525,3026.365,186.531,1059.973,11843.752,1745.477,4225.411,649.641
16783.717,2032.457,5645.968,2767.645,2134.375,8955.664,7619.272,2460.17,1877.469,103354.198,10572.627,1913.254
1166.768,547.711,448.718,1442.748,1797.564,3598.732,244.395,346.481,4015.887,10704.073,17547.485,415.72
123.335,142.444,1576.263,5869.18,177.578,90.611,1068.325,2775.571,632.347,1696.941,465.595,6964.704
