"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19311.344,21295.592,11237.07,11451.76,8115.659,9682.05,4479.497,2694.943,3529.591,37260.16,3537.447,1896.548
21292.585,33652.144,17498.025,26208.335,21053.636,8342.567,3145.838,3775.623,7962.4,17927.883,3401.679,2544.753
11162.518,17601.319,64466.37,37782.557,4864.963,3860.649,15991.729,22887.779,5900.025,21745.259,4284.079,6954.912
11520.151,26280.039,37661.395,93287.726,13169.97,6722.935,4971.6,23770.807,23244.781,20732.842,6193.089,12557.635
7816.185,20667.91,4922.001,13165.415,19587.622,13334.294,1205.89,1527.021,11864.26,9422.639,3530.451,2208.941
9742.084,8275.889,3685.505,6943.203,13118.774,22794.356,1208.141,1433.608,6317.47,17356.731,5592.997,1944.386
4412.537,2822.97,16009.668,4928.238,1258.417,1150.122,9501.533,5745.863,1366.121,16000.607,1518.398,2506.412
2919.82,3713.001,22957.452,23764.117,1719.908,1562.437,5877.115,22758.1,3066.295,8206.989,2564.8,5925.93
3462.539,8137.791,5639.87,23057.04,11662.944,5992.32,1430.638,3282.148,21061.204,9295.314,5937.807,3183.617
36964.206,17740.322,21877.583,21208.19,9409.04,16867.252,15653.319,8280.749,10116.771,187087.716,26356.448,8476.349
3471.511,3550.998,4529.209,6218.733,3771.976,5827.094,1544.148,2243.995,5779.991,26230.23,30391.053,2677.444
1894.583,2551.143,6904.878,12241.447,1993.138,1945.108,2700.322,5901.484,3016.263,8342.709,2629.635,17404.698
