"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
15629.936,15651.868,8219.128,7089.006,6156.957,7700.555,3216.339,1703.935,3276.736,30849.852,2044.364,1035.706
15730.396,25637.889,12942.516,18863.19,16968.559,6291.971,2186.182,2370.459,6951.282,12072.306,1991.567,1496.054
8408.622,12783.918,56173.354,25955.015,3167.262,2375.697,13433.238,19168.829,6099.187,15978.915,1777.351,4720.875
7148.328,18825.801,25469.657,69919.235,7949.884,3670.037,2964.329,19891.696,20601.3,11727.461,2528.237,8409.465
6258.607,17109.195,3278.919,7735.273,16063.533,10848.51,854.428,1073.092,10782.349,6229.769,1821.347,1146.508
7597.513,6066.752,2330.136,3582.158,11081.564,19291.877,858.659,919.978,5115.312,12715.378,4392.772,1054.293
3268.062,2036.56,14102.78,2728.972,905.1,798.126,9575.499,5100.51,1649.921,13695.533,960.869,1946.119
1744.119,2464.385,19003.434,19807.572,1186.151,908.879,5345.022,21647.313,3399.972,5803.918,912.229,4601.707
3199.077,6907.325,6228.553,20228.601,11115.843,5059.522,1801.729,3461.831,23278.3,8985.417,5127.402,2226.5
31203.683,11744.286,16449.721,12019.677,6220.248,12729.002,13252.384,5937.082,9159.558,157699.688,17017.323,4486.347
2161.715,1928.963,1900.064,2790.663,1993.376,4095.037,1071.85,901.066,5033.458,17321.628,21156.343,1057.926
1015.188,1425.93,4701.999,8454.055,1200.404,908.27,2007.918,4641.493,2436.376,4493.739,1119.166,10930.387
