"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19275.454,18270.748,10753.899,10103.285,7175.98,8386.006,4021.23,2340.501,3513.829,35261.2,3475.823,1844.779
18206.222,30415.976,15758.518,23803.497,19728.523,8100.694,2979.074,3344.845,7382.033,16246.398,3637.259,2183.065
10618.262,15884.063,64096.382,33150.287,5067.24,3841.699,14830.721,20804.427,5506.317,21099.942,4498.413,6710.968
9956.422,24060.351,33085.396,84674.927,12197.17,6592.188,5049.973,21268.479,22073.439,19420.735,5580.446,10870.29
7199.159,19211.171,4830.954,12217.078,15881.603,11877.355,1046.209,1572.084,11044.965,8589.138,3619.667,2208.761
8570.108,7818.96,3812.51,6495.612,11800.833,20703.488,771.204,1518.428,5679.436,16121.753,6047.348,1692.054
4055.438,2963.791,14804.661,4957.847,1078.607,743.675,9825.365,5498.424,1379.116,14871.519,1611.608,2610.794
2057.577,3258.63,21220.704,21615.11,1386.021,1508.213,5541.154,21400.28,2862.277,7579.819,1945.04,5178.368
3630.009,7331.938,5452.02,21846.402,11142.307,5572.127,1411.063,2882.877,21315.156,9470.139,6220.581,3138.454
35495.113,16427.015,20790.58,19400.417,8839.142,15830.081,14664.736,7453.398,9114.215,167208.651,26124.885,7805.108
3502.832,3376.277,4311.775,5661.309,3554.4,5716.532,1532.776,2025.888,6577.842,25887.162,30521.955,2482.05
1813.852,2224.98,6613.237,10931.068,1985.11,1608.151,2626.489,5046.345,3309.179,7446.967,2369.12,15538.527
