"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18989.231,19234.641,11010.101,10272.43,7930.332,9821.788,3790.226,2250.261,3781.001,35686.634,3685.182,1847.368
19618.895,31147.737,16071.669,25376.184,20374.959,8149.996,2979.92,3539.953,8376.919,16237.486,3352.112,2515.66
10987.122,16131.86,61960.143,35363.384,4569.245,3662.275,14890.165,21498.362,6510.87,21628.122,3859.038,6358.022
10416.754,25989.171,34977.503,88366.449,12474.45,6327.404,4562.762,22269.29,23560.049,19973.492,5421.56,11140.649
7801.066,20242.131,4659.644,12165.664,19061.147,12425.91,1121.258,1745.939,11049.481,8866.366,3643.232,2068.688
9855.801,7957.467,3663.484,6420.175,12363.702,20330.971,1105.447,1596.84,6566.93,16118.058,5969.41,2117.089
3655.76,3090.889,14854.641,4494.256,1092.15,1099.072,10043.539,6188.988,1447.917,15105.779,1665.423,2624.986
2269.46,3501.778,21577.227,22490.959,1766.418,1643.608,6089.633,22747.276,3802.047,7873.394,2039.659,5660.348
3800.321,8056.262,6238.306,23631.193,11086.839,6038.025,1495.139,3855.103,21842.779,10081.209,5664.433,2828.228
34473.236,16475.113,21711.225,20269.523,9098.757,15949.771,14704.775,7972.679,10204.276,181593.01,26483.377,7771.813
3691.498,3444.197,4184.258,5565.511,3459.163,5998.625,1871.119,2137.314,5621.496,26456.757,29639.334,2361.3
1875.651,2373.644,6312.581,11063.211,1973.924,2035.064,2922.328,5621.964,3017.755,7685.199,2415.464,16967.29
