"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
118178.343,38520.454,18666.914,18756.277,11736.037,10570.64,39142.717,8559.224,25149.119,19302.168,16959.233,9949.193,10198.441,3232.058,9336.003,5782.621,6824.612,3976.445,2466.189,5384.397,1932.714
38659.703,109477.823,20378.65,8707.927,6943.192,4915.837,9718.894,4953.603,9695.095,11970.64,29844.593,30392.203,12992.637,2671.967,4617.368,3736.034,8153.381,3727.461,2050.407,3578.631,1724.839
18373.162,20839.082,84502.57,29965.001,8155.094,5021.566,8028.998,5400.403,4354.542,5099.535,5972.712,4479.881,30546.311,17557.225,11348.22,4396.823,4180.97,5003.927,3699.828,4876.647,1618.42
19209.934,8540.401,31436.225,114735.147,34584.812,11141.272,28441.45,10068.345,8038.939,6293.823,7065.896,5320.784,10655.441,10783.848,47472.945,10612.196,4982.058,4661.961,4906.294,11025.038,3300.188
11512.166,6709.587,8840.078,34952.43,129365.519,40526.321,21222.004,27285.5,8904.227,6531.43,5981.129,3994.522,7364.418,3985.923,31207.593,25834.127,4853.25,3240.77,2756.583,8562.15,4757.956
10143.223,4718.831,4986.865,10801.905,42395.319,104986.685,31905.856,43859.825,20304.7,5131.639,4603.969,2746.537,4976.799,2115.992,7417.197,9223.039,2957.08,2111.67,1801.228,4478.312,2348.13
41123.398,10018.879,7862.186,28536.049,21882.021,31166.155,108437.65,14462.128,31662.237,11901.903,8471.839,4649.7,6456.396,2974.91,10594.308,7445.51,3750.493,2568.642,1937.347,6390.545,2414.63
8427.877,4551.506,5358.442,10117.859,27408.285,45316.457,15226.032,309337.753,26619.686,6106.745,5492.575,3339.399,5745.412,2795.189,12533.282,37029.719,3669.005,3321.334,2651.924,7948.042,4687.491
25491.678,9274.874,4446.01,8301.476,9182.97,20390.384,32646.368,27542.008,97846.388,37057.474,10814.155,4550.613,4700.124,2058.878,6263.925,5863.65,3606.643,2082.981,1662.408,5204.207,1773.319
19746.176,11814.035,4959.403,7210.334,7006.958,5422.375,11796.407,6417.472,37724.504,168736.055,60366.175,7808.168,5085.905,1812.301,3510.989,3420.338,5346.927,2800.799,1574.342,3002.64,1454.482
16646.891,30849.988,5647.679,7192.514,6083.828,4538.618,8203.46,5486.753,11132.729,61774.966,200025.33,34813.174,6932.655,2306.061,4133.888,3659.87,12578.725,4265.464,1918.812,3736.182,1575.748
9671.822,30700.685,4376.982,4957.32,4153.952,2624.547,4487.504,2972.273,4400.96,8012.008,34813.267,85935.779,14006.676,1673.641,3419.405,2464.005,28003.901,3513.017,1486.257,2746.546,1078.05
10672.913,13724.202,30257.839,10853.174,7377.505,4995.298,6781.817,6014.563,4955.379,5019.397,7007.861,13503.113,196945.774,26135.629,7812.34,4726.503,11145.525,47572.74,12438.926,6715.609,2293.859
3409.674,2645.589,17345.419,10444.894,3906.776,2095.726,3055.085,2775.889,2188.436,1755.667,2090.2,1612.415,25392.893,57746.25,13845.132,2839.089,1523.907,7339.14,13392.724,8517.406,1210.263
9721.686,4611.833,11501.284,47005.376,31212.343,7341.561,10863.223,13043.532,6937.291,3619.307,4374.587,3452.835,7619.902,14132.018,149725.334,31628.558,2982.336,3826.062,6096.512,46529.126,5430.261
5448.303,3718.61,4200.776,11259.891,26261.519,9213.616,8063.614,37459.324,5406.992,3266.201,3955.478,2624.729,4713.03,2664.477,31442.817,194679.167,2780.073,3600.168,3170.328,22220.152,18754.163
6927.187,8251.222,4223.737,4910.129,4648.55,2901.789,3865.741,3557.173,3582.767,4932.705,12654.734,26838.982,11441.563,1401.614,3040.374,2764.213,124619.406,8780.538,2122.531,2668.739,1209.212
4023.042,3716.323,4785.574,4601.947,3308.668,2181.901,2948.252,3037.661,2083.103,2693.122,3957.526,3630.843,47191.726,7201.976,3685.458,3588.776,8514.13,109350.719,26185.167,4764.45,1710.447
2277.444,1896.658,3981.673,4831.088,2936.121,1581.039,2201.392,2573.982,1653.182,1663.348,1998.534,1605.063,12340.517,12262.184,6410.075,3358.393,1998.475,26611.488,39235.798,19193.977,2009.977
5126.66,3543.725,5200.288,10848.718,8482.444,4443.317,6597.532,8027.26,5534.548,2713.27,3528.03,2733.193,6580.772,8442.066,47523.748,22268.286,2837.453,5115.701,18897.504,144488.031,19665.533
1749.277,1547.641,1751.218,3165.315,4474.414,2102.755,2284.746,4306.972,1467.974,1407.7,1572.03,1034.111,2126.901,1019.552,5266.315,18649.656,1297.018,1623.951,1991.069,19635.299,60399.055
