"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18081.445,19547.566,10508.814,10225.64,7079.003,9078.549,3893.257,2247.062,3591.324,33623.067,3413.195,1844.663
18944.4,32012.283,15447.69,25137.262,19912.495,8241.243,3181.477,3773.355,8108.539,17087.105,3365.868,2546.307
10610.246,15844.827,59295.418,36028.602,4305.659,3728,14732.144,20103.253,5586.131,20245.754,4174.74,6477.08
10099.698,25568.237,35800.34,81853.121,11821.746,5994.973,4237.293,22490.28,21802.302,19908.955,5688.442,10777.135
7057.798,18949.848,4365.398,11873.385,17615.875,12763.585,1020.919,1717.322,11675.062,8746.391,3712.192,2032.436
9501.169,8177.679,3696.334,5935.882,12777.705,21604.845,971.308,1636.592,6270.434,15538.22,6416.273,1719.302
3841.868,2961.737,14583.878,4361.235,985.176,1057.711,9901.436,5702.047,1342.97,15402.393,1725.934,2583.517
2404.458,3669.317,19495.679,22258.036,1721.533,1753.473,6051.805,20772.494,3489.154,7440.474,2108.021,5326.393
3706.244,7659.992,5730.355,21818.684,11099.355,6427.869,1359.706,3415.104,20987.915,9579.692,6151.243,2905.781
33847.919,17026.854,20847.205,20074.164,8770.176,15766.671,15312.044,7391.137,9199.833,172475.957,24412.738,7615.441
3407.121,3416.595,4289.97,5901.948,3724.695,6466.932,1667.755,2336.872,6265.371,24363.529,28514.359,2701.332
1830.548,2249.032,6114.549,10744.557,1954.927,1688.287,2426.245,5601.527,3116.861,7811.898,2546.022,15811.786
