"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19468.673,20448.245,10925.96,10839.019,7822.437,9468.819,4551.572,2189.352,3770.155,36246.14,3408.712,1948.247
20461.935,31922.895,16780.457,25641.191,19915.023,7999.886,3475.043,3164.569,8450.33,17141.176,3427.601,2198.307
10504.184,16848.503,65985.703,36777.782,4638.083,3779.844,15995.834,21681.996,6027.38,21954.285,4481.068,7454.335
10806.028,25576.507,36878.555,95518.241,13517.425,6405.355,4765.611,22252.363,23386.351,20287.025,6399.328,12774.83
7823.297,19740.677,4594.993,13296.776,17307.173,12348.208,1134.418,1461.567,11802.73,9087.123,3939.582,1999.145
9138.828,8065.819,3801.441,6396.072,12312.494,21164.218,866.684,1585.791,6228.215,17187.119,5670.245,2057.142
4590.568,3402.794,15538.518,4764.277,1055.581,1016.87,10012.325,5305.911,1439.568,16266.285,1710.414,2815.664
2186.766,3118.628,21594.887,24866.289,1510.002,1548.299,5946.708,17082.38,3145.393,7218.272,1910.018,5057.402
3948.266,8347.777,6108.05,22758.874,11813.604,6029.147,1232.535,3168.535,22434.27,9744.468,6656.027,3345.991
36914.957,17107.815,22140.06,20552.856,9070.171,16634.474,16311.488,6834.197,9639.836,170409.749,27856.294,8075.074
3540.318,3584.896,4626.497,6521.029,3938.508,5816.587,1659.976,1762.515,6729.376,27244.409,30514.711,3043.816
1764.546,2131.907,6891.497,13383.713,1911.493,2042.201,2859.419,5020.761,3503.634,8430.272,2719.933,16919.215
