"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
19026.764,21675.452,11278.019,10589.935,7212.189,9007.511,4248.597,2378.88,3944.259,34814.952,3801.158,1890.469
20781.236,32829.716,16391.903,26005.591,20732.564,8657.676,3343.091,3438.278,8097.493,18142.844,3279.336,2302.238
11190.904,16474.016,60115.276,35886.084,4553.263,3767.942,15354.273,20894.255,5817.196,21068.584,4065.638,6562.721
11186.385,25555.515,36003.82,86083.336,11885.978,6388.179,4886.085,21791.708,22524.213,20245.889,5781.646,11047.357
7257.511,20180.501,4494.824,11989.648,17721.032,12443.458,1109.836,1883.036,11032.187,8833.399,3959.914,1993.763
9129.899,8763.675,3675.351,6326.805,12521.415,20823.086,1057.728,1595.264,5879.179,16090.926,5894.363,1689.865
4114.452,2985.476,15714.09,5443.271,1181.839,973.391,9461.837,5883.206,1243.595,15120.277,1598.641,2631.576
2466.825,3371.438,20759.085,21796.853,1921.233,1429.515,5988.936,21712.677,3538.947,7760.991,2191.625,5655.191
3701.156,7700.481,6120.284,23326.515,11207.086,6068.368,1264.104,3601.174,23205.839,9757.752,5897.441,3260.72
36002.787,18060.375,21318.265,21172.745,8760.875,16102.225,14749.487,7583.788,9871.008,178497.004,25475.761,7693.885
3717.775,3401.299,4200.637,5701.479,3743.796,5934.805,1710.52,2259.592,6195.348,25210.808,29649.294,2840.439
1907.115,2483.684,6449.503,10972.602,1966.253,1653.592,2855.635,5363.575,3055.504,7853.618,2718.926,17053.463
