"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
123129.33,40580.766,19294.577,18493.789,11712.707,10866.078,41454.732,8242.062,25086.724,19384.163,17629.523,9761.302,11443.458,3626.477,9618.745,6008.219,7064.266,4016.038,2614.038,5411.493,2065.276
40799.018,106706.939,19732.208,9169.741,6451.215,4990.691,9515.494,4760.428,9010.28,12520.941,31289.116,28520.939,13766.061,2484.058,4633.008,3478.761,8031.1,3373.255,1973.506,3435.975,1637.845
18904.091,19881.47,82193.667,29956.291,8382.96,5055.474,8154.266,4677.465,4319.476,4794.246,5223.907,4353.665,30209.92,17703.241,10999.265,4531.061,4348.507,4808.243,4129.435,4596.662,1818.975
19229.566,8987.627,30605.524,118080.86,34289.005,10837.851,27581.921,10099.298,8135.029,6559.124,7292.662,4959.922,10426.915,11481.157,46683.747,10504.658,4513.719,4918.9,5017.47,10956.232,3254.785
12199.618,6736.553,8300.679,34875.883,127947.243,38879.871,21365.93,26083.732,8876.912,6273.417,5921.431,3680.619,7446.66,3662.372,30800.748,26516.544,4364.902,3156.938,2963.193,7781.869,4640.046
11328.284,4761.372,5032.477,10522.666,39930.625,105841.479,31719.298,43546.386,20197.32,5542.871,4563.841,2735.44,4739.908,2298.538,7618.021,9467.546,2793.499,2245.192,1789.667,4121.547,2281.504
42686.652,9659.25,7816.273,27367.557,21460.447,32096.261,110054.256,14514.547,30777.734,12008.931,8539.354,4434.933,6904.573,3118.954,10010.373,7419.236,3952.229,2291.097,2125.189,6354.452,2104.682
8229.936,4767.227,4884.149,9845.745,26327.509,44998.774,14792.643,306261.411,26116.161,5470.208,5603.179,3193.514,5635.934,3037.545,12137.128,36378.999,3468.338,3013.566,2399.07,7410.565,4240.767
25550.787,8369.072,4251.21,8264.873,9567.075,20343.113,31856.193,26842.591,93343.226,34965.517,10594.079,4303.585,4720.77,1826.159,6650.834,5011.65,3642.414,2125.405,1462.989,5067.536,1747.391
19909.282,12156.264,4727.946,6667.004,6784.091,5333.57,11962.958,5924.002,35428.782,166533.053,64324.255,7090.739,4972.293,1652.211,3487.074,3541.724,5523.398,2790.585,1821.523,2802.431,1479.19
17836.519,31205.931,5530.378,7362.962,5693.262,4522.693,8116.258,5365.466,11049.861,62941.66,197502.695,32675.652,6934.76,1989.663,4253.326,3586.032,12403.61,4311.122,2043.912,3303.489,1685.333
9698.874,28916.059,4452.811,4884.86,3757.616,2702.712,4173.838,3098.309,4020.777,7509.503,32227.469,83995.559,15104.344,1457.287,3015.729,2275.146,27544.829,3551.582,1560.391,2273.551,1080.776
11619.336,13882.962,29970.747,10620.541,7406.175,4924.101,7022.187,5808.35,4959.412,4643.048,7028.059,15389.842,202723.173,26357.008,7109.189,4718.39,12215.404,45019.267,13170.959,6432.809,2324.156
3477.302,2662.717,17845.073,11592.134,3897.348,2099.085,3035.642,2834.198,1945.896,1688.039,1890.14,1489.798,25915.038,59202.353,14295.039,2574.972,1597.313,8471.867,14845.827,8540.498,1262.498
10032.101,4719.493,10991.114,46981.625,31160.815,7516.874,10539.485,12037.761,6786.244,3719.198,4392.864,3186.408,7118.274,14602.87,152932.997,30714.384,2993.633,3973.766,6811.346,47301.883,5254.784
5954.436,3540.715,4388.71,10956.531,26265.725,9539.574,7824.46,36884.473,4830.21,3392.267,3536.217,2357.873,4667.564,2623.938,30605.747,195511.827,2425.571,3204.095,3256.144,21469.294,18461.963
7239.471,8445.292,4489.659,4565.704,4214.182,2530.861,4146.433,3478.05,3676.613,5522.966,12103.836,26339.534,12127.262,1422.042,2866.349,2643.349,123727.032,8354.884,1885.571,2615.574,1294.116
3862.796,3682.633,4852.689,5096.011,3135.71,2158.7,2569.798,3161.065,2220.027,2674.365,3907.909,3534.488,44999.59,8448.672,3783.588,3236.948,8276.651,107056.669,30963.626,4890.282,1796.071
2544.118,1957.16,3759.496,4724.763,3073.525,1686.184,2099.252,2189.901,1605.847,1671.647,1818.95,1589.709,13382.039,13980.107,6528.033,3349.717,1786.389,32373.66,41498.963,19303.375,1669.025
5194.948,3379.109,4455.108,11005.185,7457.488,4158.176,6394.637,7142.588,5389.263,2668.922,3240.091,2217.03,6331.413,8320.783,48945.513,21441.303,2615.18,5180.357,18744.196,143474.58,20190.645
2071.636,1479.574,1755.915,3068.281,4328.463,2294.198,2113.66,3940.487,1473.334,1462.917,1478.965,1071.238,2173.742,1351.891,5332.629,18846.98,1274.778,1613.724,1634.329,20120.588,60162.125
