"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
18622.337,18516.693,10360.333,10085.521,6900.707,9452.185,3564.566,2486.507,3433.78,34138.943,3762.798,2168.13
18841.851,30410.141,15962.053,24427.359,19022.221,7861.172,2708.376,3099.317,6680.302,15970.1,3525.638,2333.557
10205.156,15663.04,57858.663,34523.811,4219.862,3756.941,13835.914,20681.139,5549.854,20359.711,4492.572,6635.374
9942.125,24771.24,34598.929,89692.98,12991.723,6307.706,4888.932,22305.009,22722.731,19261.008,5797.98,12343.748
6979.409,18409.515,4206.506,12690.816,17473.83,11839.672,1021.545,1685.151,10534.877,8090.366,3593.276,2194.379
9879.284,8009.201,3526.222,6303.882,11469.926,19569.346,969.206,1462.529,5949.291,15014.165,6508.452,1919.168
3575.588,2699.03,14110.983,4917.319,1005.796,888.807,8869.802,6100.827,1339.398,14328.995,1663.876,3021.607
2478.567,3155.812,20186.288,22352.186,1710.286,1507.256,6246.612,20780.736,3214.358,7605.066,2331.701,6069.735
3307.824,6864.884,5539.947,22633.014,10506.796,5674.133,1445.695,3408.309,18982.735,8555.718,5876.233,2899.137
34071.863,16088.501,20364.175,19386.077,8195.333,15491.493,14420.558,7680.505,8706.003,170967.747,26456.153,7816.047
3600.111,3461.196,4272.635,5960.687,3661.008,6364.303,1984.785,2337.737,5916.733,26598.304,30086.876,2790.424
2213.313,2298.98,6752.459,11958.356,2142.921,1715.797,3229.478,6378.992,3185.005,7593.703,2692.239,17065.952
