"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
10008.485,7871.345,4865.799,3799.616,3428.816,5962.326,2092.275,989.742,1237.437,20723.833,2371.475,1145.512
7884.701,16830.326,8905.387,11327.516,11084.722,3830.639,1101.898,1139.471,3642.036,6124.796,1678.29,1079.473
5307.64,8973.363,44659.678,19092.42,2253.705,1855.514,9991.068,15487.216,2202.883,11212.56,2815.022,4883.148
3810.05,11334.157,20134.168,57601.84,7595.529,3645.501,1880.803,16786.797,14897.139,8695.26,4037.54,8601.374
3395.235,10593.273,2144.237,7675.852,13940.337,8270.246,412.289,788.631,7624.78,4286.773,3046.51,1375.958
6057.478,4034.317,1869.58,3798.831,8414.837,17143.33,534.123,934.714,5142.404,12297.022,5786.6,1297.707
2259.12,1022.842,9991.137,1841.573,515.031,516.004,6361.029,4490.03,443.35,10094.987,928.001,2235.886
969.215,1250.678,15966.614,17257.341,748.32,1049.392,4562.025,17660.875,1563.546,4835.294,1338.496,4497.629
1170.44,3677.618,2018.946,14810.783,7605.416,4844.192,426.244,1602.532,13349.423,4311.337,5380.162,1578.553
20822.946,5985.113,11481.981,8677.902,4259.555,12176.432,9909.483,5025.694,4465.031,122873.554,18465.506,5629.53
2220.125,1718.911,2765.251,4077.962,2994.883,5781.072,1022.811,1437.615,5497.577,18585.296,23207.113,1965.987
1007.176,1110.148,4846.303,8786.832,1349.545,1261.688,2369.665,4531.441,1606.526,5862.799,1789.878,11630.921
