"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
16539.538,15813.563,9465.596,7569.804,6188.426,9136.089,3981.045,1822.768,3328.173,31312.103,3098.188,1618.475
16015.969,26169.227,14248.938,20285.553,17599.018,7305.23,2434.682,2740.918,7163.756,12868.469,2581.867,1879.225
9264.229,14357.787,59516.525,26665.676,4016.01,3247.071,13159.645,20843.237,5831.303,17386.795,3921.669,6069.56
7782.611,19941.569,27028.854,72889.609,11442.923,5621.55,3198.29,19791.114,21954.034,14955.715,5239.15,9272.545
6219.72,16893.36,3782.587,11232.848,18468.789,12939.126,1094.272,1341.352,12462.022,7946.459,3604.425,1851.223
9488.441,7478.58,2974.85,5855.192,12770.049,21491.014,892.267,1326.76,7061.204,16551.51,5998.819,1457.365
4013.421,2466.603,13696.462,3225.723,1002.551,862.274,8588.16,6244.049,1397.566,12736.811,1365.99,2391.014
1626.848,2752.729,20854.903,20557.639,1271.143,1363.264,6656.548,21143.849,3474.067,7211.633,2082.2,5102.376
3407,6980.384,5853.708,21445.005,12611.727,6977.536,1315.295,3426.688,22067.563,9180.596,6519.861,2799.697
31295.796,13036.668,17358.443,14989.977,7782.893,16454.721,12721.002,7403.771,9220.172,165903.157,22591.673,7165.562
3153.774,2562.738,3768.502,5218.814,3492.342,5995.699,1340.959,1996.836,6707.424,23462.716,26306.585,2187.725
1608.707,1728.688,6241.514,9096.752,1748.537,1398.577,2326.967,5273.365,2791.84,7125.953,2134.437,12382.825
