"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
7584.849,4956.583,3173.944,1290.135,1785.928,4244.738,1519.309,200.355,530.532,16071.519,1178.483,180.692
4994.803,11335.298,5321.994,6532.576,7837.404,1966.921,356.341,113.292,1970.006,2135.825,598.652,204.491
3194.403,5255.844,35365.787,10434.365,695.185,352.77,8070.719,11617.201,783.926,6082.537,620.719,1569.81
1295.831,6482.009,10589.481,43941.455,4625.418,1540.313,603.896,12825.317,11917.954,2539.385,1653.179,5297.843
1648.263,7813.078,666.539,4703.747,12507.919,6667.185,104.384,237.124,5730.251,1703.828,1593.541,245.373
4327.121,2051.37,301.946,1623.346,6873.206,14468.089,116.281,200.187,2789.553,8484.652,3327.35,106.964
1534.964,218.135,8040.039,676.192,124.673,89.771,4604.47,4499.954,67.778,7555.543,128.599,1528.651
184.122,175.025,11731.63,12634.413,263.472,212.789,4508.874,12720.435,971.668,2199.431,333.804,2442.505
520.908,1939.875,827.633,11764.831,5709.712,2770.43,72.225,864.512,11654.558,1942.963,3762.368,485.385
15784.465,2339.121,6008.736,2338.28,1782.059,8314.226,7414.203,2415.485,1873.071,100284.796,10091.723,1639.121
1117.921,602.11,569.386,1456.497,1686.025,3420.591,159.5,300.374,3610.79,10215.771,17498.516,402.918
148.073,157.615,1403.916,5092.619,259.883,128.058,1517.869,2583.689,552.843,1495.033,371.454,6365.448
