PLACE,2020
MADRID,3312310
CENTRO,141236
ARGANZUELA,154243
RETIRO,118557
SALAMANCA,146016
CHAMARTIN,145700
TETUAN,159849
CHAMBERI,138667
FUENCARRAL,247692
MONCLOA,120834
LATINA,240155
CARABANCHEL,258633
USERA,142454
PUENTE_DE_VALLECAS,239057
MORATALAZ,93810
CIUDAD_LINEAL,216818
HORTALEZA,193228
VILLAVERDE,154808
VILLA_DE_VALLECAS,114733
VICALVARO,75485
SAN_BLAS,160258
BARAJAS,50077
