"fecha","zbs","casos"
"2020-04-13","Avenida Cataluña-La Jota",0
"2020-04-14","Avenida Cataluña-La Jota",1
"2020-04-15","Avenida Cataluña-La Jota",3
"2020-04-16","Avenida Cataluña-La Jota",2
"2020-04-17","Avenida Cataluña-La Jota",2
"2020-04-18","Avenida Cataluña-La Jota",1
"2020-04-19","Avenida Cataluña-La Jota",0
"2020-04-20","Avenida Cataluña-La Jota",0
"2020-04-21","Avenida Cataluña-La Jota",1
"2020-04-22","Avenida Cataluña-La Jota",1
"2020-04-23","Avenida Cataluña-La Jota",1
"2020-04-24","Avenida Cataluña-La Jota",1
"2020-04-25","Avenida Cataluña-La Jota",0
"2020-04-26","Avenida Cataluña-La Jota",0
"2020-04-27","Avenida Cataluña-La Jota",0
"2020-04-28","Avenida Cataluña-La Jota",0
"2020-04-29","Avenida Cataluña-La Jota",0
"2020-04-30","Avenida Cataluña-La Jota",0
"2020-05-01","Avenida Cataluña-La Jota",0
"2020-05-02","Avenida Cataluña-La Jota",0
"2020-05-03","Avenida Cataluña-La Jota",0
"2020-05-04","Avenida Cataluña-La Jota",1
"2020-05-05","Avenida Cataluña-La Jota",0
"2020-05-06","Avenida Cataluña-La Jota",0
"2020-05-07","Avenida Cataluña-La Jota",1
"2020-05-08","Avenida Cataluña-La Jota",0
"2020-05-09","Avenida Cataluña-La Jota",1
"2020-05-10","Avenida Cataluña-La Jota",0
"2020-05-11","Avenida Cataluña-La Jota",1
"2020-05-12","Avenida Cataluña-La Jota",0
"2020-05-13","Avenida Cataluña-La Jota",0
"2020-05-14","Avenida Cataluña-La Jota",0
"2020-05-15","Avenida Cataluña-La Jota",2
"2020-05-16","Avenida Cataluña-La Jota",0
"2020-05-17","Avenida Cataluña-La Jota",0
"2020-05-18","Avenida Cataluña-La Jota",0
"2020-05-19","Avenida Cataluña-La Jota",0
"2020-05-20","Avenida Cataluña-La Jota",1
"2020-05-21","Avenida Cataluña-La Jota",0
"2020-05-22","Avenida Cataluña-La Jota",0
"2020-05-23","Avenida Cataluña-La Jota",0
"2020-05-24","Avenida Cataluña-La Jota",0
"2020-05-25","Avenida Cataluña-La Jota",2
"2020-05-26","Avenida Cataluña-La Jota",0
"2020-05-27","Avenida Cataluña-La Jota",0
"2020-05-28","Avenida Cataluña-La Jota",0
"2020-05-29","Avenida Cataluña-La Jota",0
"2020-05-30","Avenida Cataluña-La Jota",0
"2020-05-31","Avenida Cataluña-La Jota",0
"2020-06-01","Avenida Cataluña-La Jota",0
"2020-06-02","Avenida Cataluña-La Jota",0
"2020-06-03","Avenida Cataluña-La Jota",0
"2020-06-04","Avenida Cataluña-La Jota",0
"2020-06-05","Avenida Cataluña-La Jota",0
"2020-06-06","Avenida Cataluña-La Jota",0
"2020-06-07","Avenida Cataluña-La Jota",0
"2020-06-08","Avenida Cataluña-La Jota",0
"2020-06-09","Avenida Cataluña-La Jota",0
"2020-06-10","Avenida Cataluña-La Jota",1
"2020-06-11","Avenida Cataluña-La Jota",0
"2020-06-12","Avenida Cataluña-La Jota",0
"2020-06-13","Avenida Cataluña-La Jota",0
"2020-06-14","Avenida Cataluña-La Jota",0
"2020-06-15","Avenida Cataluña-La Jota",0
"2020-06-16","Avenida Cataluña-La Jota",1
"2020-06-17","Avenida Cataluña-La Jota",0
"2020-06-18","Avenida Cataluña-La Jota",1
"2020-06-19","Avenida Cataluña-La Jota",0
"2020-06-20","Avenida Cataluña-La Jota",0
"2020-06-21","Avenida Cataluña-La Jota",0
"2020-06-22","Avenida Cataluña-La Jota",0
"2020-06-23","Avenida Cataluña-La Jota",0
"2020-06-24","Avenida Cataluña-La Jota",1
"2020-06-25","Avenida Cataluña-La Jota",0
"2020-06-26","Avenida Cataluña-La Jota",0
"2020-06-27","Avenida Cataluña-La Jota",0
"2020-06-28","Avenida Cataluña-La Jota",0
"2020-06-29","Avenida Cataluña-La Jota",0
"2020-06-30","Avenida Cataluña-La Jota",0
"2020-07-01","Avenida Cataluña-La Jota",0
"2020-07-02","Avenida Cataluña-La Jota",0
"2020-07-03","Avenida Cataluña-La Jota",0
"2020-07-04","Avenida Cataluña-La Jota",0
"2020-07-05","Avenida Cataluña-La Jota",0
"2020-07-06","Avenida Cataluña-La Jota",0
"2020-07-07","Avenida Cataluña-La Jota",1
"2020-07-08","Avenida Cataluña-La Jota",0
"2020-07-09","Avenida Cataluña-La Jota",1
"2020-07-10","Avenida Cataluña-La Jota",0
"2020-07-11","Avenida Cataluña-La Jota",1
"2020-07-12","Avenida Cataluña-La Jota",0
"2020-07-13","Avenida Cataluña-La Jota",1
"2020-07-14","Avenida Cataluña-La Jota",0
"2020-07-15","Avenida Cataluña-La Jota",4
"2020-07-16","Avenida Cataluña-La Jota",5
"2020-07-17","Avenida Cataluña-La Jota",7
"2020-07-18","Avenida Cataluña-La Jota",6
"2020-07-19","Avenida Cataluña-La Jota",8
"2020-07-20","Avenida Cataluña-La Jota",8
"2020-07-21","Avenida Cataluña-La Jota",3
"2020-07-22","Avenida Cataluña-La Jota",7
"2020-07-23","Avenida Cataluña-La Jota",13
"2020-07-24","Avenida Cataluña-La Jota",11
"2020-07-25","Avenida Cataluña-La Jota",15
"2020-07-26","Avenida Cataluña-La Jota",12
"2020-07-27","Avenida Cataluña-La Jota",8
"2020-07-28","Avenida Cataluña-La Jota",7
"2020-07-29","Avenida Cataluña-La Jota",15
"2020-07-30","Avenida Cataluña-La Jota",17
"2020-07-31","Avenida Cataluña-La Jota",10
"2020-08-01","Avenida Cataluña-La Jota",45
"2020-08-02","Avenida Cataluña-La Jota",21
"2020-08-03","Avenida Cataluña-La Jota",1
"2020-08-04","Avenida Cataluña-La Jota",21
"2020-08-05","Avenida Cataluña-La Jota",2
"2020-08-06","Avenida Cataluña-La Jota",17
"2020-08-07","Avenida Cataluña-La Jota",15
"2020-08-08","Avenida Cataluña-La Jota",4
"2020-08-09","Avenida Cataluña-La Jota",6
"2020-08-10","Avenida Cataluña-La Jota",10
"2020-08-11","Avenida Cataluña-La Jota",4
"2020-08-12","Avenida Cataluña-La Jota",7
"2020-08-13","Avenida Cataluña-La Jota",2
"2020-08-14","Avenida Cataluña-La Jota",9
"2020-08-15","Avenida Cataluña-La Jota",27
"2020-08-16","Avenida Cataluña-La Jota",9
"2020-08-17","Avenida Cataluña-La Jota",9
"2020-08-18","Avenida Cataluña-La Jota",10
"2020-08-19","Avenida Cataluña-La Jota",2
"2020-08-20","Avenida Cataluña-La Jota",5
"2020-08-21","Avenida Cataluña-La Jota",3
"2020-08-22","Avenida Cataluña-La Jota",13
"2020-08-23","Avenida Cataluña-La Jota",3
"2020-08-24","Avenida Cataluña-La Jota",3
"2020-08-25","Avenida Cataluña-La Jota",9
"2020-08-26","Avenida Cataluña-La Jota",3
"2020-08-27","Avenida Cataluña-La Jota",5
"2020-08-28","Avenida Cataluña-La Jota",13
"2020-08-29","Avenida Cataluña-La Jota",8
"2020-08-30","Avenida Cataluña-La Jota",0
"2020-08-31","Avenida Cataluña-La Jota",1
"2020-09-01","Avenida Cataluña-La Jota",9
"2020-09-02","Avenida Cataluña-La Jota",1
"2020-09-03","Avenida Cataluña-La Jota",17
"2020-09-04","Avenida Cataluña-La Jota",1
"2020-09-05","Avenida Cataluña-La Jota",13
"2020-09-06","Avenida Cataluña-La Jota",2
"2020-09-07","Avenida Cataluña-La Jota",4
"2020-09-08","Avenida Cataluña-La Jota",1
"2020-09-09","Avenida Cataluña-La Jota",3
"2020-09-10","Avenida Cataluña-La Jota",5
"2020-09-11","Avenida Cataluña-La Jota",21
"2020-09-12","Avenida Cataluña-La Jota",4
"2020-09-13","Avenida Cataluña-La Jota",8
"2020-09-14","Avenida Cataluña-La Jota",4
"2020-09-15","Avenida Cataluña-La Jota",9
"2020-09-16","Avenida Cataluña-La Jota",3
"2020-09-17","Avenida Cataluña-La Jota",13
"2020-09-18","Avenida Cataluña-La Jota",10
"2020-09-19","Avenida Cataluña-La Jota",10
"2020-09-20","Avenida Cataluña-La Jota",0
"2020-09-21","Avenida Cataluña-La Jota",5
"2020-09-22","Avenida Cataluña-La Jota",4
"2020-09-23","Avenida Cataluña-La Jota",1
"2020-09-24","Avenida Cataluña-La Jota",4
"2020-09-25","Avenida Cataluña-La Jota",9
"2020-09-26","Avenida Cataluña-La Jota",1
"2020-09-27","Avenida Cataluña-La Jota",2
"2020-09-28","Avenida Cataluña-La Jota",3
"2020-09-29","Avenida Cataluña-La Jota",7
"2020-09-30","Avenida Cataluña-La Jota",7
"2020-10-01","Avenida Cataluña-La Jota",1
"2020-10-02","Avenida Cataluña-La Jota",5
"2020-10-03","Avenida Cataluña-La Jota",7
"2020-10-04","Avenida Cataluña-La Jota",4
"2020-10-05","Avenida Cataluña-La Jota",10
"2020-10-06","Avenida Cataluña-La Jota",8
"2020-10-07","Avenida Cataluña-La Jota",9
"2020-10-08","Avenida Cataluña-La Jota",11
"2020-10-09","Avenida Cataluña-La Jota",19
"2020-10-10","Avenida Cataluña-La Jota",14
"2020-10-11","Avenida Cataluña-La Jota",6
"2020-10-12","Avenida Cataluña-La Jota",8
"2020-10-13","Avenida Cataluña-La Jota",7
"2020-10-14","Avenida Cataluña-La Jota",20
"2020-10-15","Avenida Cataluña-La Jota",12
"2020-10-16","Avenida Cataluña-La Jota",18
"2020-10-17","Avenida Cataluña-La Jota",8
"2020-10-18","Avenida Cataluña-La Jota",11
"2020-10-19","Avenida Cataluña-La Jota",4
"2020-10-20","Avenida Cataluña-La Jota",23
"2020-10-21","Avenida Cataluña-La Jota",15
"2020-10-22","Avenida Cataluña-La Jota",36
"2020-10-23","Avenida Cataluña-La Jota",52
"2020-10-24","Avenida Cataluña-La Jota",17
"2020-10-25","Avenida Cataluña-La Jota",11
"2020-10-26","Avenida Cataluña-La Jota",26
"2020-10-27","Avenida Cataluña-La Jota",28
"2020-10-28","Avenida Cataluña-La Jota",18
"2020-10-29","Avenida Cataluña-La Jota",7
"2020-10-30","Avenida Cataluña-La Jota",17
"2020-10-31","Avenida Cataluña-La Jota",38
"2020-11-01","Avenida Cataluña-La Jota",28
"2020-11-02","Avenida Cataluña-La Jota",11
"2020-11-03","Avenida Cataluña-La Jota",7
"2020-11-04","Avenida Cataluña-La Jota",15
"2020-11-05","Avenida Cataluña-La Jota",13
"2020-11-06","Avenida Cataluña-La Jota",16
"2020-11-07","Avenida Cataluña-La Jota",8
"2020-11-08","Avenida Cataluña-La Jota",13
"2020-11-09","Avenida Cataluña-La Jota",15
"2020-11-10","Avenida Cataluña-La Jota",24
"2020-11-11","Avenida Cataluña-La Jota",11
"2020-11-12","Avenida Cataluña-La Jota",14
"2020-11-13","Avenida Cataluña-La Jota",20
"2020-11-14","Avenida Cataluña-La Jota",4
"2020-11-15","Avenida Cataluña-La Jota",10
"2020-11-16","Avenida Cataluña-La Jota",5
"2020-11-17","Avenida Cataluña-La Jota",19
"2020-11-18","Avenida Cataluña-La Jota",14
"2020-11-19","Avenida Cataluña-La Jota",18
"2020-11-20","Avenida Cataluña-La Jota",9
"2020-11-21","Avenida Cataluña-La Jota",4
"2020-11-22","Avenida Cataluña-La Jota",9
"2020-11-23","Avenida Cataluña-La Jota",8
"2020-11-24","Avenida Cataluña-La Jota",8
"2020-11-25","Avenida Cataluña-La Jota",3
"2020-11-26","Avenida Cataluña-La Jota",6
"2020-11-27","Avenida Cataluña-La Jota",6
"2020-11-28","Avenida Cataluña-La Jota",5
"2020-11-29","Avenida Cataluña-La Jota",0
"2020-11-30","Avenida Cataluña-La Jota",1
"2020-12-01","Avenida Cataluña-La Jota",8
"2020-12-02","Avenida Cataluña-La Jota",5
"2020-12-03","Avenida Cataluña-La Jota",1
"2020-12-04","Avenida Cataluña-La Jota",2
"2020-12-05","Avenida Cataluña-La Jota",8
"2020-12-06","Avenida Cataluña-La Jota",1
"2020-12-07","Avenida Cataluña-La Jota",1
"2020-12-08","Avenida Cataluña-La Jota",3
"2020-12-09","Avenida Cataluña-La Jota",1
"2020-12-10","Avenida Cataluña-La Jota",9
"2020-12-11","Avenida Cataluña-La Jota",4
"2020-12-12","Avenida Cataluña-La Jota",1
"2020-12-13","Avenida Cataluña-La Jota",3
"2020-12-14","Avenida Cataluña-La Jota",6
"2020-12-15","Avenida Cataluña-La Jota",9
"2020-12-16","Avenida Cataluña-La Jota",8
"2020-12-17","Avenida Cataluña-La Jota",4
"2020-12-18","Avenida Cataluña-La Jota",9
"2020-12-19","Avenida Cataluña-La Jota",8
"2020-12-20","Avenida Cataluña-La Jota",2
"2020-12-21","Avenida Cataluña-La Jota",2
"2020-12-22","Avenida Cataluña-La Jota",8
"2020-12-23","Avenida Cataluña-La Jota",6
"2020-12-24","Avenida Cataluña-La Jota",9
"2020-12-25","Avenida Cataluña-La Jota",4
"2020-12-26","Avenida Cataluña-La Jota",2
"2020-12-27","Avenida Cataluña-La Jota",1
"2020-12-28","Avenida Cataluña-La Jota",10
"2020-12-29","Avenida Cataluña-La Jota",15
"2020-12-30","Avenida Cataluña-La Jota",21
"2020-12-31","Avenida Cataluña-La Jota",25
"2020-02-15","Bombarda",0
"2020-02-16","Bombarda",0
"2020-02-17","Bombarda",0
"2020-02-18","Bombarda",0
"2020-02-19","Bombarda",0
"2020-02-20","Bombarda",0
"2020-02-21","Bombarda",0
"2020-02-22","Bombarda",0
"2020-02-23","Bombarda",0
"2020-02-24","Bombarda",0
"2020-02-25","Bombarda",0
"2020-02-26","Bombarda",0
"2020-02-27","Bombarda",0
"2020-02-28","Bombarda",0
"2020-02-29","Bombarda",0
"2020-03-01","Bombarda",0
"2020-03-02","Bombarda",0
"2020-03-03","Bombarda",0
"2020-03-04","Bombarda",0
"2020-03-05","Bombarda",0
"2020-03-06","Bombarda",0
"2020-03-07","Bombarda",0
"2020-03-08","Bombarda",0
"2020-03-09","Bombarda",0
"2020-03-10","Bombarda",0
"2020-03-11","Bombarda",1
"2020-03-12","Bombarda",2
"2020-03-13","Bombarda",0
"2020-03-14","Bombarda",0
"2020-03-15","Bombarda",1
"2020-03-16","Bombarda",0
"2020-03-17","Bombarda",1
"2020-03-18","Bombarda",2
"2020-03-19","Bombarda",1
"2020-03-20","Bombarda",1
"2020-03-21","Bombarda",0
"2020-03-22","Bombarda",3
"2020-03-23","Bombarda",0
"2020-03-24","Bombarda",1
"2020-03-25","Bombarda",3
"2020-03-26","Bombarda",1
"2020-03-27","Bombarda",3
"2020-03-28","Bombarda",2
"2020-03-29","Bombarda",0
"2020-03-30","Bombarda",0
"2020-03-31","Bombarda",4
"2020-04-01","Bombarda",4
"2020-04-02","Bombarda",5
"2020-04-03","Bombarda",2
"2020-04-04","Bombarda",2
"2020-04-05","Bombarda",6
"2020-04-06","Bombarda",1
"2020-04-07","Bombarda",2
"2020-04-08","Bombarda",1
"2020-04-09","Bombarda",2
"2020-04-10","Bombarda",1
"2020-04-11","Bombarda",0
"2020-04-12","Bombarda",0
"2020-04-13","Bombarda",0
"2020-04-14","Bombarda",0
"2020-04-15","Bombarda",0
"2020-04-16","Bombarda",2
"2020-04-17","Bombarda",0
"2020-04-18","Bombarda",0
"2020-04-19","Bombarda",0
"2020-04-20","Bombarda",0
"2020-04-21","Bombarda",2
"2020-04-22","Bombarda",0
"2020-04-23","Bombarda",0
"2020-04-24","Bombarda",1
"2020-04-25","Bombarda",0
"2020-04-26","Bombarda",0
"2020-04-27","Bombarda",0
"2020-04-28","Bombarda",2
"2020-04-29","Bombarda",0
"2020-04-30","Bombarda",1
"2020-05-01","Bombarda",0
"2020-05-02","Bombarda",0
"2020-05-03","Bombarda",0
"2020-05-04","Bombarda",1
"2020-05-05","Bombarda",0
"2020-05-06","Bombarda",0
"2020-05-07","Bombarda",0
"2020-05-08","Bombarda",0
"2020-05-09","Bombarda",0
"2020-05-10","Bombarda",1
"2020-05-11","Bombarda",0
"2020-05-12","Bombarda",0
"2020-05-13","Bombarda",0
"2020-05-14","Bombarda",0
"2020-05-15","Bombarda",0
"2020-05-16","Bombarda",0
"2020-05-17","Bombarda",0
"2020-05-18","Bombarda",0
"2020-05-19","Bombarda",0
"2020-05-20","Bombarda",0
"2020-05-21","Bombarda",0
"2020-05-22","Bombarda",0
"2020-05-23","Bombarda",0
"2020-05-24","Bombarda",0
"2020-05-25","Bombarda",0
"2020-05-26","Bombarda",0
"2020-05-27","Bombarda",0
"2020-05-28","Bombarda",0
"2020-05-29","Bombarda",0
"2020-05-30","Bombarda",0
"2020-05-31","Bombarda",0
"2020-06-01","Bombarda",0
"2020-06-02","Bombarda",0
"2020-06-03","Bombarda",0
"2020-06-04","Bombarda",0
"2020-06-05","Bombarda",0
"2020-06-06","Bombarda",0
"2020-06-07","Bombarda",0
"2020-06-08","Bombarda",0
"2020-06-09","Bombarda",0
"2020-06-10","Bombarda",0
"2020-06-11","Bombarda",0
"2020-06-12","Bombarda",0
"2020-06-13","Bombarda",0
"2020-06-14","Bombarda",0
"2020-06-15","Bombarda",0
"2020-06-16","Bombarda",0
"2020-06-17","Bombarda",0
"2020-06-18","Bombarda",0
"2020-06-19","Bombarda",0
"2020-06-20","Bombarda",0
"2020-06-21","Bombarda",0
"2020-06-22","Bombarda",0
"2020-06-23","Bombarda",0
"2020-06-24","Bombarda",0
"2020-06-25","Bombarda",0
"2020-06-26","Bombarda",0
"2020-06-27","Bombarda",0
"2020-06-28","Bombarda",0
"2020-06-29","Bombarda",0
"2020-06-30","Bombarda",0
"2020-07-01","Bombarda",0
"2020-07-02","Bombarda",0
"2020-07-03","Bombarda",0
"2020-07-04","Bombarda",0
"2020-07-05","Bombarda",0
"2020-07-06","Bombarda",0
"2020-07-07","Bombarda",0
"2020-07-08","Bombarda",0
"2020-07-09","Bombarda",1
"2020-07-10","Bombarda",0
"2020-07-11","Bombarda",0
"2020-07-12","Bombarda",0
"2020-07-13","Bombarda",1
"2020-07-14","Bombarda",5
"2020-07-15","Bombarda",3
"2020-07-16","Bombarda",10
"2020-07-17","Bombarda",1
"2020-07-18","Bombarda",5
"2020-07-19","Bombarda",13
"2020-07-20","Bombarda",2
"2020-07-21","Bombarda",16
"2020-07-22","Bombarda",0
"2020-07-23","Bombarda",3
"2020-07-24","Bombarda",14
"2020-07-25","Bombarda",12
"2020-07-26","Bombarda",1
"2020-07-27","Bombarda",8
"2020-07-28","Bombarda",11
"2020-07-29","Bombarda",11
"2020-07-30","Bombarda",11
"2020-07-31","Bombarda",3
"2020-08-01","Bombarda",13
"2020-08-02","Bombarda",10
"2020-08-03","Bombarda",2
"2020-08-04","Bombarda",3
"2020-08-05","Bombarda",11
"2020-08-06","Bombarda",24
"2020-08-07","Bombarda",2
"2020-08-08","Bombarda",0
"2020-08-09","Bombarda",0
"2020-08-10","Bombarda",0
"2020-08-11","Bombarda",1
"2020-08-12","Bombarda",10
"2020-08-13","Bombarda",22
"2020-08-14","Bombarda",10
"2020-08-15","Bombarda",5
"2020-08-16","Bombarda",10
"2020-08-17","Bombarda",3
"2020-08-18","Bombarda",11
"2020-08-19","Bombarda",8
"2020-08-20","Bombarda",6
"2020-08-21","Bombarda",1
"2020-08-22","Bombarda",3
"2020-08-23","Bombarda",4
"2020-08-24","Bombarda",0
"2020-08-25","Bombarda",0
"2020-08-26","Bombarda",5
"2020-08-27","Bombarda",0
"2020-08-28","Bombarda",3
"2020-08-29","Bombarda",2
"2020-08-30","Bombarda",1
"2020-08-31","Bombarda",7
"2020-09-01","Bombarda",1
"2020-09-02","Bombarda",1
"2020-09-03","Bombarda",4
"2020-09-04","Bombarda",3
"2020-09-05","Bombarda",7
"2020-09-06","Bombarda",4
"2020-09-07","Bombarda",1
"2020-09-08","Bombarda",7
"2020-09-09","Bombarda",2
"2020-09-10","Bombarda",3
"2020-09-11","Bombarda",5
"2020-09-12","Bombarda",4
"2020-09-13","Bombarda",3
"2020-09-14","Bombarda",1
"2020-09-15","Bombarda",7
"2020-09-16","Bombarda",1
"2020-09-17","Bombarda",5
"2020-09-18","Bombarda",0
"2020-09-19","Bombarda",2
"2020-09-20","Bombarda",2
"2020-09-21","Bombarda",2
"2020-09-22","Bombarda",12
"2020-09-23","Bombarda",6
"2020-09-24","Bombarda",15
"2020-09-25","Bombarda",1
"2020-09-26","Bombarda",9
"2020-09-27","Bombarda",11
"2020-09-28","Bombarda",0
"2020-09-29","Bombarda",8
"2020-09-30","Bombarda",3
"2020-10-01","Bombarda",4
"2020-10-02","Bombarda",5
"2020-10-03","Bombarda",4
"2020-10-04","Bombarda",3
"2020-10-05","Bombarda",2
"2020-10-06","Bombarda",3
"2020-10-07","Bombarda",3
"2020-10-08","Bombarda",0
"2020-10-09","Bombarda",11
"2020-10-10","Bombarda",1
"2020-10-11","Bombarda",3
"2020-10-12","Bombarda",3
"2020-10-13","Bombarda",1
"2020-10-14","Bombarda",8
"2020-10-15","Bombarda",3
"2020-10-16","Bombarda",9
"2020-10-17","Bombarda",2
"2020-10-18","Bombarda",3
"2020-10-19","Bombarda",12
"2020-10-20","Bombarda",11
"2020-10-21","Bombarda",7
"2020-10-22","Bombarda",24
"2020-10-23","Bombarda",12
"2020-10-24","Bombarda",10
"2020-10-25","Bombarda",8
"2020-10-26","Bombarda",11
"2020-10-27","Bombarda",10
"2020-10-28","Bombarda",15
"2020-10-29","Bombarda",9
"2020-10-30","Bombarda",15
"2020-10-31","Bombarda",5
"2020-11-01","Bombarda",1
"2020-11-02","Bombarda",6
"2020-11-03","Bombarda",13
"2020-11-04","Bombarda",14
"2020-11-05","Bombarda",9
"2020-11-06","Bombarda",11
"2020-11-07","Bombarda",4
"2020-11-08","Bombarda",1
"2020-11-09","Bombarda",12
"2020-11-10","Bombarda",13
"2020-11-11","Bombarda",10
"2020-11-12","Bombarda",7
"2020-11-13","Bombarda",4
"2020-11-14","Bombarda",1
"2020-11-15","Bombarda",2
"2020-11-16","Bombarda",6
"2020-11-17","Bombarda",6
"2020-11-18","Bombarda",3
"2020-11-19","Bombarda",6
"2020-11-20","Bombarda",2
"2020-11-21","Bombarda",4
"2020-11-22","Bombarda",0
"2020-11-23","Bombarda",1
"2020-11-24","Bombarda",5
"2020-11-25","Bombarda",0
"2020-11-26","Bombarda",0
"2020-11-27","Bombarda",5
"2020-11-28","Bombarda",4
"2020-11-29","Bombarda",0
"2020-11-30","Bombarda",0
"2020-12-01","Bombarda",3
"2020-12-02","Bombarda",3
"2020-12-03","Bombarda",1
"2020-12-04","Bombarda",1
"2020-12-05","Bombarda",0
"2020-12-06","Bombarda",0
"2020-12-07","Bombarda",0
"2020-12-08","Bombarda",0
"2020-12-09","Bombarda",6
"2020-12-10","Bombarda",6
"2020-12-11","Bombarda",3
"2020-12-12","Bombarda",4
"2020-12-13","Bombarda",0
"2020-12-14","Bombarda",2
"2020-12-15","Bombarda",8
"2020-12-16","Bombarda",1
"2020-12-17","Bombarda",0
"2020-12-18","Bombarda",1
"2020-12-19","Bombarda",5
"2020-12-20","Bombarda",0
"2020-12-21","Bombarda",1
"2020-12-22","Bombarda",0
"2020-12-23","Bombarda",1
"2020-12-24","Bombarda",0
"2020-12-25","Bombarda",0
"2020-12-26","Bombarda",1
"2020-12-27","Bombarda",1
"2020-12-28","Bombarda",2
"2020-12-29","Bombarda",8
"2020-12-30","Bombarda",3
"2020-12-31","Bombarda",9
"2021-01-01","Campo De Belchite",0
"2021-01-02","Campo De Belchite",0
"2021-01-03","Campo De Belchite",0
"2021-01-04","Campo De Belchite",0
"2021-01-05","Campo De Belchite",0
"2021-01-06","Campo De Belchite",0
"2021-01-07","Campo De Belchite",0
"2021-01-08","Campo De Belchite",0
"2021-01-09","Campo De Belchite",0
"2021-01-10","Campo De Belchite",0
"2021-01-11","Campo De Belchite",0
"2021-01-12","Campo De Belchite",0
"2021-01-13","Campo De Belchite",0
"2021-01-14","Campo De Belchite",0
"2021-01-15","Campo De Belchite",0
"2021-01-16","Campo De Belchite",0
"2021-01-17","Campo De Belchite",0
"2021-01-18","Campo De Belchite",0
"2021-01-19","Campo De Belchite",0
"2021-01-20","Campo De Belchite",0
"2021-01-21","Campo De Belchite",0
"2020-02-15","Casablanca",0
"2020-02-16","Casablanca",0
"2020-02-17","Casablanca",0
"2020-02-18","Casablanca",0
"2020-02-19","Casablanca",0
"2020-02-20","Casablanca",0
"2020-02-21","Casablanca",0
"2020-02-22","Casablanca",0
"2020-02-23","Casablanca",0
"2020-02-24","Casablanca",0
"2020-02-25","Casablanca",0
"2020-02-26","Casablanca",0
"2020-02-27","Casablanca",0
"2020-02-28","Casablanca",0
"2020-02-29","Casablanca",0
"2020-03-01","Casablanca",0
"2020-03-02","Casablanca",0
"2020-03-03","Casablanca",0
"2020-03-04","Casablanca",0
"2020-03-05","Casablanca",0
"2020-03-06","Casablanca",0
"2020-03-07","Casablanca",0
"2020-03-08","Casablanca",0
"2020-03-09","Casablanca",0
"2020-03-10","Casablanca",0
"2020-03-11","Casablanca",0
"2020-03-12","Casablanca",0
"2020-03-13","Casablanca",0
"2020-03-14","Casablanca",1
"2020-03-15","Casablanca",1
"2020-03-16","Casablanca",0
"2020-03-17","Casablanca",0
"2020-03-18","Casablanca",2
"2020-03-19","Casablanca",2
"2020-03-20","Casablanca",1
"2020-03-21","Casablanca",1
"2020-03-22","Casablanca",5
"2020-03-23","Casablanca",1
"2020-03-24","Casablanca",1
"2020-03-25","Casablanca",6
"2020-03-26","Casablanca",3
"2020-03-27","Casablanca",7
"2020-03-28","Casablanca",8
"2020-03-29","Casablanca",6
"2020-03-30","Casablanca",7
"2020-03-31","Casablanca",13
"2020-04-01","Casablanca",8
"2020-04-02","Casablanca",8
"2020-04-03","Casablanca",2
"2020-04-04","Casablanca",2
"2020-04-05","Casablanca",3
"2020-04-06","Casablanca",3
"2020-04-07","Casablanca",2
"2020-04-08","Casablanca",1
"2020-04-09","Casablanca",2
"2020-04-10","Casablanca",3
"2020-04-11","Casablanca",5
"2020-04-12","Casablanca",0
"2020-04-13","Casablanca",2
"2020-04-14","Casablanca",0
"2020-04-15","Casablanca",3
"2020-04-16","Casablanca",5
"2020-04-17","Casablanca",1
"2020-04-18","Casablanca",1
"2020-04-19","Casablanca",2
"2020-04-20","Casablanca",0
"2020-04-21","Casablanca",1
"2020-04-22","Casablanca",2
"2020-04-23","Casablanca",1
"2020-04-24","Casablanca",0
"2020-04-25","Casablanca",7
"2020-04-26","Casablanca",0
"2020-04-27","Casablanca",0
"2020-04-28","Casablanca",0
"2020-04-29","Casablanca",0
"2020-04-30","Casablanca",0
"2020-05-01","Casablanca",0
"2020-05-02","Casablanca",0
"2020-05-03","Casablanca",0
"2020-05-04","Casablanca",0
"2020-05-05","Casablanca",0
"2020-05-06","Casablanca",0
"2020-05-07","Casablanca",0
"2020-05-08","Casablanca",0
"2020-05-09","Casablanca",0
"2020-05-10","Casablanca",0
"2020-05-11","Casablanca",0
"2020-05-12","Casablanca",0
"2020-05-13","Casablanca",0
"2020-05-14","Casablanca",0
"2020-05-15","Casablanca",0
"2020-05-16","Casablanca",0
"2020-05-17","Casablanca",0
"2020-05-18","Casablanca",0
"2020-05-19","Casablanca",0
"2020-05-20","Casablanca",0
"2020-05-21","Casablanca",0
"2020-05-22","Casablanca",0
"2020-05-23","Casablanca",0
"2020-05-24","Casablanca",0
"2020-05-25","Casablanca",0
"2020-05-26","Casablanca",0
"2020-05-27","Casablanca",0
"2020-05-28","Casablanca",0
"2020-05-29","Casablanca",0
"2020-05-30","Casablanca",0
"2020-05-31","Casablanca",0
"2020-06-01","Casablanca",0
"2020-06-02","Casablanca",0
"2020-06-03","Casablanca",0
"2020-06-04","Casablanca",0
"2020-06-05","Casablanca",0
"2020-06-06","Casablanca",0
"2020-06-07","Casablanca",0
"2020-06-08","Casablanca",0
"2020-06-09","Casablanca",0
"2020-06-10","Casablanca",0
