zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
Daganzo de Arriba,2021/07/27 12:08:00,96,528.69,1526,8404.01
Daroca,2021/07/27 12:08:00,273,780.47,4678,13373.74
Dehesa Vieja,2021/07/27 12:08:00,182,603.49,2753,9128.59
Dos de Mayo,2021/07/27 12:08:00,172,535.69,3653,11377.23
Doctor_Cirajas,2021/07/27 12:08:00,246,706.94,4473,12854.19
Doctor LaÌn Entralgo,2021/07/27 12:08:00,134,561.66,2408,10093.05
Doctor Luengo RodrÌguez,2021/07/27 12:08:00,162,399.35,3493,8610.66
Doctor Tamames,2021/07/27 12:08:00,93,494.5,2243,11926.41
Doctor Trueta,2021/07/27 12:08:00,58,552.38,1363,12980.95
El Bercial,2021/07/27 12:08:00,98,517.75,1579,8342.14
El Escorial,2021/07/27 12:08:00,88,537.73,1649,10076.38
El_Espinillo,2021/07/27 12:08:00,97,574.61,2185,12943.55
El Greco,2021/07/27 12:08:00,81,462.7,1964,11219.01
El Juncal,2021/07/27 12:08:00,129,476.47,2898,10704
El Molar,2021/07/27 12:08:00,203,607.46,3612,10808.55
El Naranjo,2021/07/27 12:08:00,131,524.76,2670,10695.4
El_Pardo,2021/07/27 12:08:00,,115.24,273,7865.17
El RestÛn,2021/07/27 12:08:00,166,503.47,3093,9380.97
El Soto,2021/07/27 12:08:00,119,590.13,2554,12665.51
Eloy_Gonzalo,2021/07/27 12:08:00,322,1022,3970,12600.37
Embajadores,2021/07/27 12:08:00,217,825.22,3019,11480.83
Ensanche_Vallecas,2021/07/27 12:08:00,339,543.65,5947,9537.17
Entrevías,2021/07/27 12:08:00,163,578.16,3995,14170.18
Espronceda,2021/07/27 12:08:00,374,914.27,5068,12389.08
Estrecho_de_Corea,2021/07/27 12:08:00,218,661.35,3743,11355.16
Estrella,2021/07/27 12:08:00,95,651.09,1482,10156.95
Europa,2021/07/27 12:08:00,81,428.44,1835,9705.91
Federica_Montseny,2021/07/27 12:08:00,99,498.31,2643,13303.47
Felipe II,2021/07/27 12:08:00,115,563.92,2505,12283.63
Francia,2021/07/27 12:08:00,264,768.49,4299,12514.19
Fuencarral,2021/07/27 12:08:00,143,671.61,2424,11384.56
Fuente el Saz,2021/07/27 12:08:00,139,686.56,2257,11147.88
Fuentelarreina,2021/07/27 12:08:00,182,900.32,2360,11674.5
Galapagar,2021/07/27 12:08:00,233,532.85,5045,11537.49
Gandhi,2021/07/27 12:08:00,121,606.27,2499,12521.29
García_Noblejas,2021/07/27 12:08:00,133,590.82,2343,10408.24
General_Fanjul,2021/07/27 12:08:00,139,589.81,2512,10658.97
General_Moscardó,2021/07/27 12:08:00,165,807.32,2449,11982.58
General_Oráa,2021/07/27 12:08:00,284,1070.89,3774,14230.77
General_Ricardos,2021/07/27 12:08:00,200,712.78,3483,12413.13
Getafe Norte,2021/07/27 12:08:00,78,676.85,1395,12105.17
Goya,2021/07/27 12:08:00,462,770.87,7067,11791.7
Gregorio MaraÒÛn,2021/07/27 12:08:00,165,407.42,3534,8726.14
GriÒÛn,2021/07/27 12:08:00,194,479.72,4521,11179.53
Guadarrama,2021/07/27 12:08:00,80,483.09,1993,12035.02
Guayaba,2021/07/27 12:08:00,98,518.9,2214,11722.97
Guzmán_el_Bueno,2021/07/27 12:08:00,232,1064.81,3099,14223.43
Huerta de Los Frailes,2021/07/27 12:08:00,121,609.23,1762,8871.66
Humanes de Madrid,2021/07/27 12:08:00,212,851.37,3108,12481.43
Ibiza,2021/07/27 12:08:00,333,952.41,4551,13016.25
Imperial,2021/07/27 12:08:00,178,777.33,2705,11812.74
Infanta_Mercedes,2021/07/27 12:08:00,110,745.41,1657,11228.57
Isabel II,2021/07/27 12:08:00,173,503.73,4313,12558.23
Jazmín,2021/07/27 12:08:00,244,1025.38,3015,12670.2
Juan de Austria,2021/07/27 12:08:00,90,537.44,1710,10211.39
Juan de la Cierva,2021/07/27 12:08:00,181,472.07,3996,10421.99
Justicia,2021/07/27 12:08:00,195,1332.6,2014,13763.41
La Cabrera,2021/07/27 12:08:00,51,686.87,821,11057.24
La_Elipa,2021/07/27 12:08:00,107,769.4,1849,13295.46
La Garena,2021/07/27 12:08:00,43,572.34,653,8691.6
La Marazuela,2021/07/27 12:08:00,60,522.92,1115,9717.62
La Moraleja,2021/07/27 12:08:00,258,1077.29,3171,13240.64
La Plata,2021/07/27 12:08:00,144,476.81,2881,9539.42
La Princesa,2021/07/27 12:08:00,91,493.81,2090,11341.44
La Ribota,2021/07/27 12:08:00,92,500.68,2021,10998.64
La_Ventilla,2021/07/27 12:08:00,201,873.57,2717,11808.42
La Veredilla,2021/07/27 12:08:00,59,484.24,1286,10554.83
Las_Águilas,2021/07/27 12:08:00,149,532.07,2706,9662.91
Las AmÈricas,2021/07/27 12:08:00,163,391.49,4356,10462.1
Las_Calesas,2021/07/27 12:08:00,179,658.16,3665,13475.75
Las Ciudades,2021/07/27 12:08:00,108,665.31,1976,12172.73
Las Fronteras,2021/07/27 12:08:00,166,495.98,4389,13113.63
Las Margaritas,2021/07/27 12:08:00,148,568.18,3228,12392.51
Las Matas,2021/07/27 12:08:00,60,894.99,670,9994.03
Las Olivas,2021/07/27 12:08:00,99,629.01,2065,13120.27
Las Rozas,2021/07/27 12:08:00,253,645.87,4061,10367.1
Las_Tablas,2021/07/27 12:08:00,205,610.17,3225,9599.07
Lavapiés,2021/07/27 12:08:00,258,1045.17,3182,12890.42
LeganÈs Norte,2021/07/27 12:08:00,102,797.69,1630,12747.32
Legazpi,2021/07/27 12:08:00,187,660.08,3055,10783.62
Londres,2021/07/27 12:08:00,136,938,1694,11683.56
Los_Alperchines,2021/07/27 12:08:00,144,751.68,2277,11885.99
Los ¡ngeles,2021/07/27 12:08:00,200,614.8,3715,11419.88
Los Castillos,2021/07/27 12:08:00,158,587.82,2839,10562.15
Los_Cármenes,2021/07/27 12:08:00,181,677.83,3015,11290.87
Los Fresnos,2021/07/27 12:08:00,56,599.7,1015,10869.57
Los Pedroches,2021/07/27 12:08:00,101,467.2,2295,10616.15
Los_Rosales,2021/07/27 12:08:00,119,560.47,2580,12151.47
Los Yébenes,2021/07/27 12:08:00,205,599.54,3641,10648.38
Lucero,2021/07/27 12:08:00,236,592.58,4500,11299.15
Luis Vives,2021/07/27 12:08:00,75,307.77,2199,9023.76
Majadahonda,2021/07/27 12:08:00,397,774.32,6786,13235.55
Manuel Merino,2021/07/27 12:08:00,47,402.26,1070,9157.82
Manzanares El Real,2021/07/27 12:08:00,96,578.35,1726,10398.22
Maqueda,2021/07/27 12:08:00,144,520.51,3162,11429.6
Mar_Báltico,2021/07/27 12:08:00,311,469.21,6531,9853.5
MarquÈs de la Valdavia,2021/07/27 12:08:00,101,568.41,2227,12533.06
Martín_de_Vargas,2021/07/27 12:08:00,126,721.86,2009,11509.6
Martínez_de_la_Riva,2021/07/27 12:08:00,145,832.85,2598,14922.46
Marie Curie,2021/07/27 12:08:00,45,337.38,1443,10818.71
María Montessori,2021/07/27 12:08:00,91,661.77,1534,11155.55
MarÌa de Guzm·n,2021/07/27 12:08:00,122,546.01,2032,9094.16
Meco,2021/07/27 12:08:00,164,621.4,2128,8063.05
Media_Legua,2021/07/27 12:08:00,144,571.77,2837,11264.64
Mejorada del Campo,2021/07/27 12:08:00,221,492.03,4803,10693.29
MendiguchÌa Carriche,2021/07/27 12:08:00,114,523.73,2271,10433.22
Miguel Servet,2021/07/27 12:08:00,92,529.5,2144,12339.57
Miguel de Cervantes,2021/07/27 12:08:00,124,444.99,2346,8418.86
Miraflores,2021/07/27 12:08:00,189,855.05,3276,14820.85
Mirasierra,2021/07/27 12:08:00,348,1022.78,4064,11944.16
Monforte de Lemos,2021/07/27 12:08:00,77,461.69,1580,9473.56
Monovar,2021/07/27 12:08:00,131,613.73,2234,10466.15
Montecarmelo,2021/07/27 12:08:00,139,730.96,2073,10901.35
Monterrozas,2021/07/27 12:08:00,353,910.66,4353,11229.78
Montesa,2021/07/27 12:08:00,217,876.34,3420,13811.49
Moralzarzal,2021/07/27 12:08:00,77,577.47,1559,11691.92
Morata de TajuÒa,2021/07/27 12:08:00,35,446.03,902,11494.84
MarÌa Jes˙s Hereza,2021/07/27 12:08:00,228,585.77,3802,9768
Méndez_Álvaro,2021/07/27 12:08:00,63,679.68,919,9914.77
Navalcarnero,2021/07/27 12:08:00,232,546.5,4221,9942.99
Navas del Rey,2021/07/27 12:08:00,48,669.92,645,9002.09
Nuestra SeÒora del Pilar,2021/07/27 12:08:00,88,497.46,1872,10582.25
Numancia,2021/07/27 12:08:00,175,709.25,3549,14383.56
Núñez_Morgado,2021/07/27 12:08:00,213,895.03,3004,12622.91
Opañel,2021/07/27 12:08:00,135,686.6,2401,12211.37
Orcasitas,2021/07/27 12:08:00,138,595.7,2471,10666.49
Orcasur,2021/07/27 12:08:00,100,706.31,1678,11851.96
Pacífico,2021/07/27 12:08:00,220,675.18,3536,10851.95
Palma_Universidad,2021/07/27 12:08:00,290,1131.05,3328,12979.72
Palomares,2021/07/27 12:08:00,55,411.62,1454,10881.6
Panaderas,2021/07/27 12:08:00,369,989.33,4609,12357.23
Paracuellos del Jarama,2021/07/27 12:08:00,199,767.84,2487,9596.02
Parque Coimbra,2021/07/27 12:08:00,82,665.8,1592,12926.27
Parque Europa,2021/07/27 12:08:00,178,525.09,3005,8864.57
Parque Loranca,2021/07/27 12:08:00,219,770.42,3055,10747.2
Parque Oeste,2021/07/27 12:08:00,93,630.51,1387,9403.39
Pavones,2021/07/27 12:08:00,101,611.38,2065,12500
Perales de TajuÒa,2021/07/27 12:08:00,56,615.25,968,10635.03
Perales_del_Río,2021/07/27 12:08:00,62,639.7,1018,10503.51
Peña_Prieta,2021/07/27 12:08:00,162,905.38,2916,16296.88
PeÒagrande,2021/07/27 12:08:00,141,567.15,2654,10675.35
Pilar,2021/07/27 12:08:00,226,540.76,4316,10327.09
Pinto,2021/07/27 12:08:00,132,679.5,2089,10753.63
Pintores,2021/07/27 12:08:00,122,491.7,3041,12256.17
Pizarro,2021/07/27 12:08:00,85,505.92,1759,10469.61
Portazgo,2021/07/27 12:08:00,128,706.75,2559,14129.53
Potosí,2021/07/27 12:08:00,212,718.18,3155,10688.03
Pozo_de_Tío_Raimundo,2021/07/27 12:08:00,64,874.32,1225,16734.97
Pozuelo - EstaciÛn,2021/07/27 12:08:00,450,1100.03,4617,11286.3
Pozuelo - Somosaguas,2021/07/27 12:08:00,251,1077.62,2794,11995.53
PresentaciÛn Sabio,2021/07/27 12:08:00,142,613.6,2475,10694.84
Prosperidad,2021/07/27 12:08:00,470,841.62,6613,11841.7
Puerta_Bonita,2021/07/27 12:08:00,112,728.74,2294,14926.15
Puerta de Madrid,2021/07/27 12:08:00,63,484.58,1410,10845.32
Puerta_del_Ángel,2021/07/27 12:08:00,141,783.68,2292,12739
Quinta_de_los_Molinos,2021/07/27 12:08:00,85,741.19,1189,10367.98
Rafael_Alberti,2021/07/27 12:08:00,134,651.72,2670,12985.75
RamÛn y Cajal,2021/07/27 12:08:00,123,610.48,2376,11792.73
RascafrÌa,2021/07/27 12:08:00,9,333.46,193,7150.8
Reina Victoria,2021/07/27 12:08:00,252,710.08,4264,12014.99
Rejas,2021/07/27 12:08:00,149,861.52,1939,11211.33
Reyes CatÛlicos,2021/07/27 12:08:00,139,660.36,3348,15905.74
Reyes Magos,2021/07/27 12:08:00,122,426.69,2571,8992.03
Rivas - La Paz,2021/07/27 12:08:00,115,494.71,2735,11765.47
Rivas - Santa MÛnica,2021/07/27 12:08:00,264,715.62,3485,9446.75
Rivas - 1∫ de Mayo,2021/07/27 12:08:00,138,447.53,2544,8250.1
Robledo de Chavela,2021/07/27 12:08:00,45,477.35,856,9080.3
Rosa Luxemburgo,2021/07/27 12:08:00,199,838.6,2848,12001.69
San_Andrés,2021/07/27 12:08:00,159,610.69,3481,13369.95
San Blas,2021/07/27 12:08:00,187,572.04,4239,12967.27
San_Cristóbal,2021/07/27 12:08:00,107,532.76,2806,13971.32
San_Diego,2021/07/27 12:08:00,193,708.59,4008,14715.28
San_Fermín,2021/07/27 12:08:00,146,608.05,2889,12031.99
San Fernando,2021/07/27 12:08:00,142,695.77,2533,12411.19
San_Isidro,2021/07/27 12:08:00,145,818.05,2350,13258.11
San Juan de la Cruz,2021/07/27 12:08:00,265,1041.38,3074,12080.01
San Lorenzo de El Escorial,2021/07/27 12:08:00,109,504.93,2200,10191.32
San MartÌn de Valdeiglesias,2021/07/27 12:08:00,50,440.33,1229,10823.43
San MartÌn de la Vega,2021/07/27 12:08:00,77,392.2,2048,10431.42
Sanchinarro,2021/07/27 12:08:00,290,966.41,3546,11816.85
Santa Eugenia,2021/07/27 12:08:00,177,717.38,2784,11283.59
Sector Embarcaciones,2021/07/27 12:08:00,213,728.85,2344,8020.8
Sector III,2021/07/27 12:08:00,147,497.82,2739,9275.63
Sector Oficios,2021/07/27 12:08:00,164,858.55,1911,10004.19
Segovia,2021/07/27 12:08:00,237,1004.11,2795,11841.72
Segre,2021/07/27 12:08:00,389,1013.36,5142,13395.16
Sevilla la Nueva,2021/07/27 12:08:00,159,1275.37,1400,11229.65
Sierra de Guadarrama,2021/07/27 12:08:00,96,621.6,2426,15708.37
Silvano,2021/07/27 12:08:00,364,889.34,4481,10948.23
Simancas,2021/07/27 12:08:00,196,682.93,3174,11059.23
Soto del Real,2021/07/27 12:08:00,125,484.2,2357,9130
S·nchez Morate,2021/07/27 12:08:00,89,512.14,2036,11715.96
Torrelaguna,2021/07/27 12:08:00,21,320.22,587,8950.9
Torrelodones,2021/07/27 12:08:00,327,1008.29,3690,11378
Torres de la Alameda,2021/07/27 12:08:00,135,509.47,2154,8128.92
V Centenario,2021/07/27 12:08:00,101,620.13,2169,13317.37
Valdeacederas,2021/07/27 12:08:00,190,715.55,2978,11215.31
Valdebernardo,2021/07/27 12:08:00,109,611.33,2097,11761.08
Valdelasfuentes,2021/07/27 12:08:00,194,733.74,2943,11130.86
Valdemorillo,2021/07/27 12:08:00,52,407.14,1106,8659.57
Valdemoro,2021/07/27 12:08:00,218,492.11,3990,9006.98
Valderribas,2021/07/27 12:08:00,85,403.32,1757,8336.89
Valdezarza,2021/07/27 12:08:00,346,739.21,6151,13141.2
Valle_Inclán,2021/07/27 12:08:00,40,382.01,1183,11297.87
Valle de la Oliva,2021/07/27 12:08:00,194,928.94,2654,12708.29
Valleaguado,2021/07/27 12:08:00,146,688.32,2467,11630.76
Vandel,2021/07/27 12:08:00,193,853.42,2755,12182.18
Vicente_Muzas,2021/07/27 12:08:00,159,749.86,2309,10889.45
Vicálvaro_Artilleros,2021/07/27 12:08:00,78,412.13,2242,11846.14
Vicálvaro_Villablanca,2021/07/27 12:08:00,83,513.2,1859,11494.47
Villa_Vallecas,2021/07/27 12:08:00,127,463.1,4016,14644.11
Villa del Prado,2021/07/27 12:08:00,68,705.83,1205,12507.78
Villaamil,2021/07/27 12:08:00,224,866.34,3321,12844.21
Villanueva de la CaÒada,2021/07/27 12:08:00,342,939.15,4127,11332.93
Villanueva del Pardillo,2021/07/27 12:08:00,108,620.83,1938,11140.49
Villarejo de SalvanÈs,2021/07/27 12:08:00,88,610.94,1741,12086.92
Villaviciosa de OdÛn,2021/07/27 12:08:00,200,710.53,2932,10416.37
Vinateros_Torito,2021/07/27 12:08:00,213,681.67,3888,12442.79
Virgen_de_Begoña,2021/07/27 12:08:00,70,714.43,1304,13308.84
Virgen_del_Cortijo,2021/07/27 12:08:00,90,634.43,1810,12759.06
Virgen del Val,2021/07/27 12:08:00,68,561.2,1093,9020.38
Vista_Alegre,2021/07/27 12:08:00,236,618.11,4494,11770.25
Zofío,2021/07/27 12:08:00,183,566.34,4015,12425.34
Abrantes,2021/07/20 12:13:00,111,347.59,3566,11166.78
Acacias,2021/07/20 12:13:00,112,575.84,1995,10257.07
Adelfas,2021/07/20 12:13:00,128,434.35,3039,10312.53
Alameda,2021/07/20 12:13:00,193,882.33,2588,11831.4
Alameda_de_Osuna,2021/07/20 12:13:00,185,626.84,3077,10425.91
Alcalde BartolomÈ Gonz·lez,2021/07/20 12:13:00,40,180.14,2512,11312.77
Alcalá_de_Guadaíra,2021/07/20 12:13:00,42,333.31,1693,13435.44
Alcobendas - Chopera,2021/07/20 12:13:00,135,479.49,4290,15237.08
Alcocer,2021/07/20 12:13:00,71,403.59,2096,11914.51
Algete,2021/07/20 12:13:00,154,543.21,3426,12084.66
Alicante,2021/07/20 12:13:00,101,403.71,3300,13190.5
Almendrales,2021/07/20 12:13:00,97,436.39,2802,12605.72
Alpedrete,2021/07/20 12:13:00,66,444.77,1643,11072.17
Alpes,2021/07/20 12:13:00,162,446.75,3972,10953.62
Andrés_Mellado,2021/07/20 12:13:00,223,926.89,3258,13541.71
Ángela_Uriarte,2021/07/20 12:13:00,145,525.8,3764,13649.06
Antonio_Leyva,2021/07/20 12:13:00,56,399.6,1604,11445.7
Aquitania,2021/07/20 12:13:00,83,336.21,2609,10568.32
Aranjuez,2021/07/20 12:13:00,150,336.38,4869,10918.75
Aravaca,2021/07/20 12:13:00,343,986.48,4421,12714.98
Arganda del Rey,2021/07/20 12:13:00,49,224.02,2314,10579.25
Arganda - Felicidad,2021/07/20 12:13:00,122,350.52,3473,9978.45
Argüelles,2021/07/20 12:13:00,190,778.24,3039,12447.78
Arroyomolinos,2021/07/20 12:13:00,93,282.37,2663,8085.62
Barajas,2021/07/20 12:13:00,91,471.87,2089,10832.25
Barcelona,2021/07/20 12:13:00,64,304.97,2417,11517.2
Barrio del Puerto,2021/07/20 12:13:00,47,304.72,1639,10626.3
Baviera,2021/07/20 12:13:00,91,605.29,1580,10509.51
Benita_de_Ávila,2021/07/20 12:13:00,92,467.27,2139,10863.93
Boadilla del Monte,2021/07/20 12:13:00,399,703.28,5396,9511.05
Br˙jula,2021/07/20 12:13:00,57,276.87,2408,11696.7
Buenavista,2021/07/20 12:13:00,92,405.91,2369,10452.24
Buitrago de Lozoya,2021/07/20 12:13:00,49,871.58,636,11312.7
Bustarviejo,2021/07/20 12:13:00,155,743.76,2382,11429.94
Butarque,2021/07/20 12:13:00,79,394.7,1910,9542.84
Cadalso de los Vidrios,2021/07/20 12:13:00,18,319.15,555,9840.43
Campamento,2021/07/20 12:13:00,42,266.04,1713,10850.7
Campo Real,2021/07/20 12:13:00,61,304.06,1943,9684.98
Campo_de_la_Paloma,2021/07/20 12:13:00,46,236.36,2571,13210.36
Canal_de_Panamá,2021/07/20 12:13:00,138,438.71,3211,10207.91
Canillejas,2021/07/20 12:13:00,108,371.84,3335,11482.18
Carabanchel_Alto,2021/07/20 12:13:00,136,537,2316,9144.75
Caramuel,2021/07/20 12:13:00,115,492.84,2717,11643.95
Carmen Calzado,2021/07/20 12:13:00,41,262.15,1490,9526.85
Casa_de_Campo,2021/07/20 12:13:00,76,576.15,1534,11629.14
Castelló,2021/07/20 12:13:00,111,700.49,1889,11920.99
Castilla la Nueva,2021/07/20 12:13:00,95,406.35,2596,11103.98
Cea_Bermúdez,2021/07/20 12:13:00,164,835.84,2625,13378.52
Cercedilla,2021/07/20 12:13:00,54,366.62,1725,11711.59
Chopera,2021/07/20 12:13:00,168,525.84,4022,12588.81
Ciempozuelos,2021/07/20 12:13:00,65,245.79,2626,9930.04
Ciudad San Pablo,2021/07/20 12:13:00,34,288.28,1379,11692.39
Ciudad de los Periodistas,2021/07/20 12:13:00,137,544.45,2511,9978.94
Collado Mediano,2021/07/20 12:13:00,47,362.1,1302,10030.82
Collado Villalba EstaciÛn,2021/07/20 12:13:00,130,452.14,3714,12917.36
Collado Villalba Pueblo,2021/07/20 12:13:00,88,436.03,2481,12293.13
Colmenar Viejo Norte,2021/07/20 12:13:00,69,320.3,2480,11512.39
Colmenar Viejo Sur,2021/07/20 12:13:00,109,358.6,2924,9619.69
Colmenar de Oreja,2021/07/20 12:13:00,37,205.92,1846,10273.82
Comillas,2021/07/20 12:13:00,100,434.59,2782,12090.4
Cortes,2021/07/20 12:13:00,281,1022.26,3640,13242.14
Coslada - Jaime Vera,2021/07/20 12:13:00,50,353.23,1570,11091.49
Cuzco,2021/07/20 12:13:00,97,460.24,2789,13233.06
Daganzo de Arriba,2021/07/20 12:13:00,74,407.53,1484,8172.71
Daroca,2021/07/20 12:13:00,151,431.69,4511,12896.31
Dehesa Vieja,2021/07/20 12:13:00,134,444.33,2652,8793.69
Dos de Mayo,2021/07/20 12:13:00,92,286.53,3554,11068.89
Doctor_Cirajas,2021/07/20 12:13:00,152,436.81,4325,12428.88
Doctor LaÌn Entralgo,2021/07/20 12:13:00,88,368.85,2332,9774.5
Doctor Luengo RodrÌguez,2021/07/20 12:13:00,93,229.26,3395,8369.08
Doctor Tamames,2021/07/20 12:13:00,59,313.71,2187,11628.65
Doctor Trueta,2021/07/20 12:13:00,29,276.19,1321,12580.95
El Bercial,2021/07/20 12:13:00,49,258.88,1517,8014.58
El Escorial,2021/07/20 12:13:00,66,403.3,1599,9770.85
El_Espinillo,2021/07/20 12:13:00,57,337.66,2123,12576.27
El Greco,2021/07/20 12:13:00,47,268.48,1919,10961.96
El Juncal,2021/07/20 12:13:00,88,325.04,2813,10390.04
El Molar,2021/07/20 12:13:00,147,439.88,3496,10461.43
El Naranjo,2021/07/20 12:13:00,85,340.49,2600,10415
El_Pardo,2021/07/20 12:13:00,7,201.67,271,7807.55
El RestÛn,2021/07/20 12:13:00,103,312.4,2991,9071.61
El Soto,2021/07/20 12:13:00,63,312.42,2476,12278.7
Eloy_Gonzalo,2021/07/20 12:13:00,264,837.91,3812,12098.9
Embajadores,2021/07/20 12:13:00,158,600.85,2907,11054.91
Ensanche_Vallecas,2021/07/20 12:13:00,184,295.08,5737,9200.4
Entrevías,2021/07/20 12:13:00,94,333.42,3901,13836.77
Espronceda,2021/07/20 12:13:00,308,752.93,4870,11905.05
Estrecho_de_Corea,2021/07/20 12:13:00,154,467.19,3628,11006.28
Estrella,2021/07/20 12:13:00,59,404.36,1420,9732.03
Europa,2021/07/20 12:13:00,41,216.86,1788,9457.32
Federica_Montseny,2021/07/20 12:13:00,58,291.94,2589,13031.66
Felipe II,2021/07/20 12:13:00,78,382.48,2443,11979.6
Francia,2021/07/20 12:13:00,135,392.98,4137,12042.62
Fuencarral,2021/07/20 12:13:00,82,385.12,2335,10966.56
Fuente el Saz,2021/07/20 12:13:00,68,335.87,2166,10698.41
Fuentelarreina,2021/07/20 12:13:00,128,633.19,2267,11214.44
Galapagar,2021/07/20 12:13:00,165,377.34,4914,11237.91
Gandhi,2021/07/20 12:13:00,75,375.79,2421,12130.47
García_Noblejas,2021/07/20 12:13:00,73,324.29,2260,10039.54
General_Fanjul,2021/07/20 12:13:00,98,415.84,2436,10336.49
General_Moscardó,2021/07/20 12:13:00,133,650.75,2367,11581.37
General_Oráa,2021/07/20 12:13:00,217,818.25,3605,13593.51
General_Ricardos,2021/07/20 12:13:00,126,449.05,3372,12017.53
Getafe Norte,2021/07/20 12:13:00,52,451.23,1355,11758.07
Goya,2021/07/20 12:13:00,383,639.06,6817,11374.56
Gregorio MaraÒÛn,2021/07/20 12:13:00,100,246.92,3439,8491.57
GriÒÛn,2021/07/20 12:13:00,112,276.95,4399,10877.84
Guadarrama,2021/07/20 12:13:00,61,368.36,1946,11751.21
Guayaba,2021/07/20 12:13:00,74,391.82,2161,11442.34
Guzmán_el_Bueno,2021/07/20 12:13:00,195,894.99,2990,13723.15
Huerta de Los Frailes,2021/07/20 12:13:00,60,302.1,1682,8468.86
Humanes de Madrid,2021/07/20 12:13:00,143,574.27,2993,12019.6
Ibiza,2021/07/20 12:13:00,233,666.4,4366,12487.13
Imperial,2021/07/20 12:13:00,144,628.85,2625,11463.38
Infanta_Mercedes,2021/07/20 12:13:00,81,548.89,1588,10760.99
Isabel II,2021/07/20 12:13:00,95,276.61,4211,12261.24
Jazmín,2021/07/20 12:13:00,199,836.28,2892,12153.3
Juan de Austria,2021/07/20 12:13:00,36,214.98,1646,9829.21
Juan de la Cierva,2021/07/20 12:13:00,100,260.81,3884,10129.88
Justicia,2021/07/20 12:13:00,171,1168.59,1910,13052.69
La Cabrera,2021/07/20 12:13:00,23,309.76,789,10626.26
La_Elipa,2021/07/20 12:13:00,67,481.77,1786,12842.45
La Garena,2021/07/20 12:13:00,32,425.93,633,8425.4
La Marazuela,2021/07/20 12:13:00,41,357.33,1080,9412.58
La Moraleja,2021/07/20 12:13:00,213,889.39,3049,12731.22
La Plata,2021/07/20 12:13:00,102,337.74,2804,9284.46
La Princesa,2021/07/20 12:13:00,50,271.33,2029,11010.42
La Ribota,2021/07/20 12:13:00,47,255.78,1962,10677.55
La_Ventilla,2021/07/20 12:13:00,121,525.88,2597,11286.89
La Veredilla,2021/07/20 12:13:00,34,279.05,1250,10259.36
Las_Águilas,2021/07/20 12:13:00,105,374.95,2636,9412.94
Las AmÈricas,2021/07/20 12:13:00,88,211.36,4251,10209.91
Las_Calesas,2021/07/20 12:13:00,103,378.72,3561,13093.36
Las Ciudades,2021/07/20 12:13:00,57,351.14,1904,11729.19
Las Fronteras,2021/07/20 12:13:00,75,224.09,4284,12799.9
Las Margaritas,2021/07/20 12:13:00,92,353.19,3146,12077.7
Las Matas,2021/07/20 12:13:00,39,581.74,635,9471.96
Las Olivas,2021/07/20 12:13:00,53,336.74,2002,12719.99
Las Rozas,2021/07/20 12:13:00,153,390.59,3909,9979.07
Las_Tablas,2021/07/20 12:13:00,142,422.66,3117,9277.61
Lavapiés,2021/07/20 12:13:00,193,781.85,3050,12355.68
LeganÈs Norte,2021/07/20 12:13:00,64,500.51,1569,12270.27
Legazpi,2021/07/20 12:13:00,180,635.37,2964,10462.41
Londres,2021/07/20 12:13:00,96,662.11,1613,11124.91
Los_Alperchines,2021/07/20 12:13:00,76,396.72,2187,11416.19
Los ¡ngeles,2021/07/20 12:13:00,107,328.92,3596,11054.07
Los Castillos,2021/07/20 12:13:00,123,457.61,2766,10290.56
Los_Cármenes,2021/07/20 12:13:00,107,400.7,2899,10856.46
